Image,Voltage,Strategy,Off_Coeff,Fac_Coeff,Power_Saving(%),Distortion(%)
Image_3,13.0,brightness,0.1,0.3,31.25,3.704
Image_3,13.0,brightness,0.1,0.5,31.25,3.704
Image_3,13.0,brightness,0.1,0.7,31.25,3.704
Image_3,13.0,brightness,0.2,0.3,30.14,3.4631
Image_3,13.0,brightness,0.2,0.5,30.14,3.4631
Image_3,13.0,brightness,0.2,0.7,30.14,3.4631
Image_3,13.0,brightness,0.3,0.3,28.84,3.1631
Image_3,13.0,brightness,0.3,0.5,28.84,3.1631
Image_3,13.0,brightness,0.3,0.7,28.84,3.1631
Image_3,13.0,contrast,0.1,0.3,30.25,3.5053
Image_3,13.0,contrast,0.1,0.5,28.79,3.1966
Image_3,13.0,contrast,0.1,0.7,27.34,2.8893
Image_3,13.0,contrast,0.2,0.3,30.25,3.5053
Image_3,13.0,contrast,0.2,0.5,28.79,3.1966
Image_3,13.0,contrast,0.2,0.7,27.34,2.8893
Image_3,13.0,contrast,0.3,0.3,30.25,3.5053
Image_3,13.0,contrast,0.3,0.5,28.79,3.1966
Image_3,13.0,contrast,0.3,0.7,27.34,2.8893
Image_3,13.0,both,0.1,0.3,29.07,3.2427
Image_3,13.0,both,0.1,0.5,27.62,2.9352
Image_3,13.0,both,0.1,0.7,26.16,2.6282
Image_3,13.0,both,0.2,0.3,27.89,2.9773
Image_3,13.0,both,0.2,0.5,26.43,2.6699
Image_3,13.0,both,0.2,0.7,24.99,2.3669
Image_3,13.0,both,0.3,0.3,26.71,2.7182
Image_3,13.0,both,0.3,0.5,25.25,2.415
Image_3,13.0,both,0.3,0.7,23.82,2.117
Image_3,12.0,none,0.0,0.0,46.22,6.0011
Image_3,12.0,brightness,0.1,0.3,44.95,5.6695
Image_3,12.0,brightness,0.1,0.5,44.95,5.6695
Image_3,12.0,brightness,0.1,0.7,44.95,5.6695
Image_3,12.0,brightness,0.2,0.3,43.59,5.3314
Image_3,12.0,brightness,0.2,0.5,43.59,5.3314
Image_3,12.0,brightness,0.2,0.7,43.59,5.3314
Image_3,12.0,brightness,0.3,0.3,42.25,4.9978
Image_3,12.0,brightness,0.3,0.5,42.25,4.9978
Image_3,12.0,brightness,0.3,0.7,42.25,4.9978
Image_3,12.0,contrast,0.1,0.3,43.83,5.4287
Image_3,12.0,contrast,0.1,0.5,42.15,5.0299
Image_3,12.0,contrast,0.1,0.7,40.51,4.643
Image_3,12.0,contrast,0.2,0.3,43.83,5.4287
Image_3,12.0,contrast,0.2,0.5,42.15,5.0299
Image_3,12.0,contrast,0.2,0.7,40.51,4.643
Image_3,12.0,contrast,0.3,0.3,43.83,5.4287
Image_3,12.0,contrast,0.3,0.5,42.15,5.0299
Image_3,12.0,contrast,0.3,0.7,40.51,4.643
Image_3,12.0,both,0.1,0.3,42.48,5.089
Image_3,12.0,both,0.1,0.5,40.81,4.6945
Image_3,12.0,both,0.1,0.7,39.2,4.3162
Image_3,12.0,both,0.2,0.3,41.12,4.7519
Image_3,12.0,both,0.2,0.5,39.47,4.361
Image_3,12.0,both,0.2,0.7,37.95,4.0048
Image_3,12.0,both,0.3,0.3,39.77,4.419
Image_3,12.0,both,0.3,0.5,38.17,4.0448
Image_3,12.0,both,0.3,0.7,36.78,3.7182
Image_3,11.0,none,0.0,0.0,58.71,8.1378
Image_3,11.0,brightness,0.1,0.3,57.53,7.7977
Image_3,11.0,brightness,0.1,0.5,57.53,7.7977
Image_3,11.0,brightness,0.1,0.7,57.53,7.7977
Image_3,11.0,brightness,0.2,0.3,56.17,7.4089
Image_3,11.0,brightness,0.2,0.5,56.17,7.4089
Image_3,11.0,brightness,0.2,0.7,56.17,7.4089
Image_3,11.0,brightness,0.3,0.3,54.84,7.0273
Image_3,11.0,brightness,0.3,0.5,54.84,7.0273
Image_3,11.0,brightness,0.3,0.7,54.84,7.0273
Image_3,11.0,contrast,0.1,0.3,56.36,7.4966
Image_3,11.0,contrast,0.1,0.5,54.75,7.0615
Image_3,11.0,contrast,0.1,0.7,53.24,6.6607
Image_3,11.0,contrast,0.2,0.3,56.36,7.4966
Image_3,11.0,contrast,0.2,0.5,54.75,7.0615
Image_3,11.0,contrast,0.2,0.7,53.24,6.6607
Image_3,11.0,contrast,0.3,0.3,56.36,7.4966
Image_3,11.0,contrast,0.3,0.5,54.75,7.0615
Image_3,11.0,contrast,0.3,0.7,53.24,6.6607
Image_3,11.0,both,0.1,0.3,55.05,7.1227
Image_3,11.0,both,0.1,0.5,53.47,6.703
Image_3,11.0,both,0.1,0.7,52.12,6.3486
Image_3,11.0,both,0.2,0.3,53.74,6.7547
Image_3,11.0,both,0.2,0.5,52.27,6.3712
Image_3,11.0,both,0.2,0.7,51.1,6.059
Image_3,11.0,both,0.3,0.3,52.48,6.4053
Image_3,11.0,both,0.3,0.5,51.19,6.069
Image_3,11.0,both,0.3,0.7,50.15,5.7884
Image_4,15.0,none,0.0,0.0,0.0,0.0
Image_4,15.0,brightness,0.1,0.3,0.26,0.0993
Image_4,15.0,brightness,0.1,0.5,0.26,0.0993
Image_4,15.0,brightness,0.1,0.7,0.26,0.0993
Image_4,15.0,brightness,0.2,0.3,0.26,0.0993
Image_4,15.0,brightness,0.2,0.5,0.26,0.0993
Image_4,15.0,brightness,0.2,0.7,0.26,0.0993
Image_4,15.0,brightness,0.3,0.3,0.26,0.0993
Image_4,15.0,brightness,0.3,0.5,0.26,0.0993
Image_4,15.0,brightness,0.3,0.7,0.26,0.0993
Image_4,15.0,contrast,0.1,0.3,0.26,0.0993
Image_4,15.0,contrast,0.1,0.5,0.26,0.0993
Image_4,15.0,contrast,0.1,0.7,0.26,0.0993
Image_4,15.0,contrast,0.2,0.3,0.26,0.0993
Image_4,15.0,contrast,0.2,0.5,0.26,0.0993
Image_4,15.0,contrast,0.2,0.7,0.26,0.0993
Image_4,15.0,contrast,0.3,0.3,0.26,0.0993
Image_4,15.0,contrast,0.3,0.5,0.26,0.0993
Image_4,15.0,contrast,0.3,0.7,0.26,0.0993
Image_4,15.0,both,0.1,0.3,0.26,0.0993
Image_4,15.0,both,0.1,0.5,0.26,0.0993
Image_4,15.0,both,0.1,0.7,0.26,0.0993
Image_4,15.0,both,0.2,0.3,0.26,0.0993
Image_4,15.0,both,0.2,0.5,0.26,0.0993
Image_4,15.0,both,0.2,0.7,0.26,0.0993
Image_4,15.0,both,0.3,0.3,0.26,0.0993
Image_4,15.0,both,0.3,0.5,0.26,0.0993
Image_4,15.0,both,0.3,0.7,0.26,0.0993
Image_4,14.0,none,0.0,0.0,15.86,1.3502
Image_4,14.0,brightness,0.1,0.3,15.31,1.2508
Image_4,14.0,brightness,0.1,0.5,15.31,1.2508
Image_4,14.0,brightness,0.1,0.7,15.31,1.2508
Image_4,14.0,brightness,0.2,0.3,14.34,1.0771
Image_4,14.0,brightness,0.2,0.5,14.34,1.0771
Image_4,14.0,brightness,0.2,0.7,14.34,1.0771
Image_4,14.0,brightness,0.3,0.3,13.35,0.9239
Image_4,14.0,brightness,0.3,0.5,13.35,0.9239
Image_4,14.0,brightness,0.3,0.7,13.35,0.9239
Image_4,14.0,contrast,0.1,0.3,15.04,1.2248
Image_4,14.0,contrast,0.1,0.5,14.29,1.1071
Image_4,14.0,contrast,0.1,0.7,13.55,0.9901
Image_4,14.0,contrast,0.2,0.3,15.04,1.2248
Image_4,14.0,contrast,0.2,0.5,14.29,1.1071
Image_4,14.0,contrast,0.2,0.7,13.55,0.9901
Image_4,14.0,contrast,0.3,0.3,15.04,1.2248
Image_4,14.0,contrast,0.3,0.5,14.29,1.1071
Image_4,14.0,contrast,0.3,0.7,13.55,0.9901
Image_4,14.0,both,0.1,0.3,14.14,1.0661
Image_4,14.0,both,0.1,0.5,13.39,0.9501
Image_4,14.0,both,0.1,0.7,12.65,0.8376
Image_4,14.0,both,0.2,0.3,13.23,0.9122
Image_4,14.0,both,0.2,0.5,12.47,0.8015
Image_4,14.0,both,0.2,0.7,11.74,0.6957
Image_4,14.0,both,0.3,0.3,12.31,0.7754
Image_4,14.0,both,0.3,0.5,11.57,0.6776
Image_4,14.0,both,0.3,0.7,10.83,0.5821
Image_4,13.0,none,0.0,0.0,30.42,2.7331
Image_4,13.0,brightness,0.1,0.3,29.2,2.4885
Image_4,13.0,brightness,0.1,0.5,29.2,2.4885
Image_4,13.0,brightness,0.1,0.7,29.2,2.4885
Image_4,13.0,brightness,0.2,0.3,27.83,2.2393
Image_4,13.0,brightness,0.2,0.5,27.83,2.2393
Image_4,13.0,brightness,0.2,0.7,27.83,2.2393
Image_4,13.0,brightness,0.3,0.3,26.26,1.9502
Image_4,13.0,brightness,0.3,0.5,26.26,1.9502
Image_4,13.0,brightness,0.3,0.7,26.26,1.9502
Image_4,13.0,contrast,0.1,0.3,28.86,2.4654
Image_4,13.0,contrast,0.1,0.5,27.69,2.2675
Image_4,13.0,contrast,0.1,0.7,26.54,2.069
Image_4,13.0,contrast,0.2,0.3,28.86,2.4654
Image_4,13.0,contrast,0.2,0.5,27.69,2.2675
Image_4,13.0,contrast,0.2,0.7,26.54,2.069
Image_4,13.0,contrast,0.3,0.3,28.86,2.4654
Image_4,13.0,contrast,0.3,0.5,27.69,2.2675
Image_4,13.0,contrast,0.3,0.7,26.54,2.069
Image_4,13.0,both,0.1,0.3,27.43,2.1928
Image_4,13.0,both,0.1,0.5,26.27,1.9976
Image_4,13.0,both,0.1,0.7,25.12,1.8045
Image_4,13.0,both,0.2,0.3,26.0,1.9263
Image_4,13.0,both,0.2,0.5,24.83,1.7328
Image_4,13.0,both,0.2,0.7,23.7,1.5463
Image_4,13.0,both,0.3,0.3,24.55,1.6777
Image_4,13.0,both,0.3,0.5,23.41,1.4961
Image_4,13.0,both,0.3,0.7,22.28,1.3185
Image_4,12.0,none,0.0,0.0,43.65,4.1613
Image_4,12.0,brightness,0.1,0.3,42.12,3.8196
Image_4,12.0,brightness,0.1,0.5,42.12,3.8196
Image_4,12.0,brightness,0.1,0.7,42.12,3.8196
Image_4,12.0,brightness,0.2,0.3,40.47,3.4746
Image_4,12.0,brightness,0.2,0.5,40.47,3.4746
Image_4,12.0,brightness,0.2,0.7,40.47,3.4746
Image_4,12.0,brightness,0.3,0.3,38.82,3.1414
Image_4,12.0,brightness,0.3,0.5,38.82,3.1414
Image_4,12.0,brightness,0.3,0.7,38.82,3.1414
Image_4,12.0,contrast,0.1,0.3,41.79,3.8014
Image_4,12.0,contrast,0.1,0.5,40.45,3.5464
Image_4,12.0,contrast,0.1,0.7,39.17,3.3028
Image_4,12.0,contrast,0.2,0.3,41.79,3.8014
Image_4,12.0,contrast,0.2,0.5,40.45,3.5464
Image_4,12.0,contrast,0.2,0.7,39.17,3.3028
Image_4,12.0,contrast,0.3,0.3,41.79,3.8014
Image_4,12.0,contrast,0.3,0.5,40.45,3.5464
Image_4,12.0,contrast,0.3,0.7,39.17,3.3028
Image_4,12.0,both,0.1,0.3,40.15,3.4537
Image_4,12.0,both,0.1,0.5,38.83,3.2041
Image_4,12.0,both,0.1,0.7,37.55,2.9659
Image_4,12.0,both,0.2,0.3,38.5,3.1118
Image_4,12.0,both,0.2,0.5,37.2,2.8665
Image_4,12.0,both,0.2,0.7,35.94,2.6305
Image_4,12.0,both,0.3,0.3,36.87,2.7842
Image_4,12.0,both,0.3,0.5,35.58,2.5485
Image_4,12.0,both,0.3,0.7,34.34,2.3224
Image_4,11.0,none,0.0,0.0,55.58,5.6355
Image_4,11.0,brightness,0.1,0.3,54.13,5.2875
Image_4,11.0,brightness,0.1,0.5,54.13,5.2875
Image_4,11.0,brightness,0.1,0.7,54.13,5.2875
Image_4,11.0,brightness,0.2,0.3,52.49,4.8984
Image_4,11.0,brightness,0.2,0.5,52.49,4.8984
Image_4,11.0,brightness,0.2,0.7,52.49,4.8984
Image_4,11.0,brightness,0.3,0.3,50.86,4.5188
Image_4,11.0,brightness,0.3,0.5,50.86,4.5188
Image_4,11.0,brightness,0.3,0.7,50.86,4.5188
Image_4,11.0,contrast,0.1,0.3,53.73,5.2344
Image_4,11.0,contrast,0.1,0.5,52.46,4.9611
Image_4,11.0,contrast,0.1,0.7,51.23,4.6967
Image_4,11.0,contrast,0.2,0.3,53.73,5.2344
Image_4,11.0,contrast,0.2,0.5,52.46,4.9611
Image_4,11.0,contrast,0.2,0.7,51.23,4.6967
Image_4,11.0,contrast,0.3,0.3,53.73,5.2344
Image_4,11.0,contrast,0.3,0.5,52.46,4.9611
Image_4,11.0,contrast,0.3,0.7,51.23,4.6967
Image_4,11.0,both,0.1,0.3,52.14,4.8577
Image_4,11.0,both,0.1,0.5,50.89,4.5908
Image_4,11.0,both,0.1,0.7,49.68,4.3339
Image_4,11.0,both,0.2,0.3,50.56,4.4866
Image_4,11.0,both,0.2,0.5,49.33,4.2265
Image_4,11.0,both,0.2,0.7,48.14,3.9766
Image_4,11.0,both,0.3,0.3,48.98,4.1246
Image_4,11.0,both,0.3,0.5,47.78,3.8717
Image_4,11.0,both,0.3,0.7,46.61,3.6294
Image_5,15.0,none,0.0,0.0,0.0,0.0
Image_5,15.0,brightness,0.1,0.3,0.19,0.0689
Image_5,15.0,brightness,0.1,0.5,0.19,0.0689
Image_5,15.0,brightness,0.1,0.7,0.19,0.0689
Image_5,15.0,brightness,0.2,0.3,0.19,0.0689
Image_5,15.0,brightness,0.2,0.5,0.19,0.0689
Image_5,15.0,brightness,0.2,0.7,0.19,0.0689
Image_5,15.0,brightness,0.3,0.3,0.19,0.0689
Image_5,15.0,brightness,0.3,0.5,0.19,0.0689
Image_5,15.0,brightness,0.3,0.7,0.19,0.0689
Image_5,15.0,contrast,0.1,0.3,0.19,0.0689
Image_5,15.0,contrast,0.1,0.5,0.19,0.0689
Image_5,15.0,contrast,0.1,0.7,0.19,0.0689
Image_5,15.0,contrast,0.2,0.3,0.19,0.0689
Image_5,15.0,contrast,0.2,0.5,0.19,0.0689
Image_5,15.0,contrast,0.2,0.7,0.19,0.0689
Image_5,15.0,contrast,0.3,0.3,0.19,0.0689
Image_5,15.0,contrast,0.3,0.5,0.19,0.0689
Image_5,15.0,contrast,0.3,0.7,0.19,0.0689
Image_5,15.0,both,0.1,0.3,0.19,0.0689
Image_5,15.0,both,0.1,0.5,0.19,0.0689
Image_5,15.0,both,0.1,0.7,0.19,0.0689
Image_5,15.0,both,0.2,0.3,0.19,0.0689
Image_5,15.0,both,0.2,0.5,0.19,0.0689
Image_5,15.0,both,0.2,0.7,0.19,0.0689
Image_5,15.0,both,0.3,0.3,0.19,0.0689
Image_5,15.0,both,0.3,0.5,0.19,0.0689
Image_5,15.0,both,0.3,0.7,0.19,0.0689
Image_5,14.0,none,0.0,0.0,16.12,1.8028
Image_5,14.0,brightness,0.1,0.3,15.63,1.6933
Image_5,14.0,brightness,0.1,0.5,15.63,1.6933
Image_5,14.0,brightness,0.1,0.7,15.63,1.6933
Image_5,14.0,brightness,0.2,0.3,14.77,1.485
Image_5,14.0,brightness,0.2,0.5,14.77,1.485
Image_5,14.0,brightness,0.2,0.7,14.77,1.485
Image_5,14.0,brightness,0.3,0.3,13.83,1.3021
Image_5,14.0,brightness,0.3,0.5,13.83,1.3021
Image_5,14.0,brightness,0.3,0.7,13.83,1.3021
Image_5,14.0,contrast,0.1,0.3,15.37,1.6303
Image_5,14.0,contrast,0.1,0.5,14.67,1.4874
Image_5,14.0,contrast,0.1,0.7,13.99,1.3515
Image_5,14.0,contrast,0.2,0.3,15.37,1.6303
Image_5,14.0,contrast,0.2,0.5,14.67,1.4874
Image_5,14.0,contrast,0.2,0.7,13.99,1.3515
Image_5,14.0,contrast,0.3,0.3,15.37,1.6303
Image_5,14.0,contrast,0.3,0.5,14.67,1.4874
Image_5,14.0,contrast,0.3,0.7,13.99,1.3515
Image_5,14.0,both,0.1,0.3,14.54,1.4531
Image_5,14.0,both,0.1,0.5,13.85,1.3179
Image_5,14.0,both,0.1,0.7,13.18,1.1834
Image_5,14.0,both,0.2,0.3,13.71,1.2877
Image_5,14.0,both,0.2,0.5,13.03,1.1557
Image_5,14.0,both,0.2,0.7,12.36,1.0275
Image_5,14.0,both,0.3,0.3,12.89,1.1424
Image_5,14.0,both,0.3,0.5,12.21,1.0167
Image_5,14.0,both,0.3,0.7,11.54,0.8983
Image_5,13.0,none,0.0,0.0,30.9,3.6632
Image_5,13.0,brightness,0.1,0.3,29.82,3.378
Image_5,13.0,brightness,0.1,0.5,29.82,3.378
Image_5,13.0,brightness,0.1,0.7,29.82,3.378
Image_5,13.0,brightness,0.2,0.3,28.55,3.1223
Image_5,13.0,brightness,0.2,0.5,28.55,3.1223
Image_5,13.0,brightness,0.2,0.7,28.55,3.1223
Image_5,13.0,brightness,0.3,0.3,27.14,2.7851
Image_5,13.0,brightness,0.3,0.5,27.14,2.7851
Image_5,13.0,brightness,0.3,0.7,27.14,2.7851
Image_5,13.0,contrast,0.1,0.3,29.47,3.3249
Image_5,13.0,contrast,0.1,0.5,28.4,3.0894
Image_5,13.0,contrast,0.1,0.7,27.36,2.8577
Image_5,13.0,contrast,0.2,0.3,29.47,3.3249
Image_5,13.0,contrast,0.2,0.5,28.4,3.0894
Image_5,13.0,contrast,0.2,0.7,27.36,2.8577
Image_5,13.0,contrast,0.3,0.3,29.47,3.3249
Image_5,13.0,contrast,0.3,0.5,28.4,3.0894
Image_5,13.0,contrast,0.3,0.7,27.36,2.8577
Image_5,13.0,both,0.1,0.3,28.17,3.0259
Image_5,13.0,both,0.1,0.5,27.12,2.7947
Image_5,13.0,both,0.1,0.7,26.08,2.5714
Image_5,13.0,both,0.2,0.3,26.88,2.7367
Image_5,13.0,both,0.2,0.5,25.83,2.5103
Image_5,13.0,both,0.2,0.7,24.81,2.294
Image_5,13.0,both,0.3,0.3,25.59,2.474
Image_5,13.0,both,0.3,0.5,24.55,2.2594
Image_5,13.0,both,0.3,0.7,23.55,2.0536
Image_5,12.0,none,0.0,0.0,44.32,5.5803
Image_5,12.0,brightness,0.1,0.3,42.93,5.1763
Image_5,12.0,brightness,0.1,0.5,42.93,5.1763
Image_5,12.0,brightness,0.1,0.7,42.93,5.1763
Image_5,12.0,brightness,0.2,0.3,41.44,4.8014
Image_5,12.0,brightness,0.2,0.5,41.44,4.8014
Image_5,12.0,brightness,0.2,0.7,41.44,4.8014
Image_5,12.0,brightness,0.3,0.3,39.96,4.4464
Image_5,12.0,brightness,0.3,0.5,39.96,4.4464
Image_5,12.0,brightness,0.3,0.7,39.96,4.4464
Image_5,12.0,contrast,0.1,0.3,42.61,5.1325
Image_5,12.0,contrast,0.1,0.5,41.4,4.8318
Image_5,12.0,contrast,0.1,0.7,40.25,4.5494
Image_5,12.0,contrast,0.2,0.3,42.61,5.1325
Image_5,12.0,contrast,0.2,0.5,41.4,4.8318
Image_5,12.0,contrast,0.2,0.7,40.25,4.5494
Image_5,12.0,contrast,0.3,0.3,42.61,5.1325
Image_5,12.0,contrast,0.3,0.5,41.4,4.8318
Image_5,12.0,contrast,0.3,0.7,40.25,4.5494
Image_5,12.0,both,0.1,0.3,41.13,4.751
Image_5,12.0,both,0.1,0.5,39.94,4.4586
Image_5,12.0,both,0.1,0.7,38.8,4.187
Image_5,12.0,both,0.2,0.3,39.66,4.3815
Image_5,12.0,both,0.2,0.5,38.49,4.0983
Image_5,12.0,both,0.2,0.7,37.37,3.8328
Image_5,12.0,both,0.3,0.3,38.2,4.0354
Image_5,12.0,both,0.3,0.5,37.05,3.7642
Image_5,12.0,both,0.3,0.7,35.95,3.5101
Image_5,11.0,none,0.0,0.0,56.39,7.5839
Image_5,11.0,brightness,0.1,0.3,55.08,7.1979
Image_5,11.0,brightness,0.1,0.5,55.08,7.1979
Image_5,11.0,brightness,0.1,0.7,55.08,7.1979
Image_5,11.0,brightness,0.2,0.3,53.6,6.7587
Image_5,11.0,brightness,0.2,0.5,53.6,6.7587
Image_5,11.0,brightness,0.2,0.7,53.6,6.7587
Image_5,11.0,brightness,0.3,0.3,52.14,6.3368
Image_5,11.0,brightness,0.3,0.5,52.14,6.3368
Image_5,11.0,brightness,0.3,0.7,52.14,6.3368
Image_5,11.0,contrast,0.1,0.3,54.7,7.0897
Image_5,11.0,contrast,0.1,0.5,53.56,6.7692
Image_5,11.0,contrast,0.1,0.7,52.46,6.4634
Image_5,11.0,contrast,0.2,0.3,54.7,7.0897
Image_5,11.0,contrast,0.2,0.5,53.56,6.7692
Image_5,11.0,contrast,0.2,0.7,52.46,6.4634
Image_5,11.0,contrast,0.3,0.3,54.7,7.0897
Image_5,11.0,contrast,0.3,0.5,53.56,6.7692
Image_5,11.0,contrast,0.3,0.7,52.46,6.4634
Image_5,11.0,both,0.1,0.3,53.27,6.6745
Image_5,11.0,both,0.1,0.5,52.16,6.3645
Image_5,11.0,both,0.1,0.7,51.08,6.0707
Image_5,11.0,both,0.2,0.3,51.86,6.2706
Image_5,11.0,both,0.2,0.5,50.77,5.9718
Image_5,11.0,both,0.2,0.7,49.72,5.6896
Image_5,11.0,both,0.3,0.3,50.46,5.8835
Image_5,11.0,both,0.3,0.5,49.39,5.597
Image_5,11.0,both,0.3,0.7,48.37,5.328
Image_6,15.0,none,0.0,0.0,0.0,0.0
Image_6,15.0,brightness,0.1,0.3,0.16,0.0727
Image_6,15.0,brightness,0.1,0.5,0.16,0.0727
Image_6,15.0,brightness,0.1,0.7,0.16,0.0727
Image_6,15.0,brightness,0.2,0.3,0.16,0.0727
Image_6,15.0,brightness,0.2,0.5,0.16,0.0727
Image_6,15.0,brightness,0.2,0.7,0.16,0.0727
Image_6,15.0,brightness,0.3,0.3,0.16,0.0727
Image_6,15.0,brightness,0.3,0.5,0.16,0.0727
Image_6,15.0,brightness,0.3,0.7,0.16,0.0727
Image_6,15.0,contrast,0.1,0.3,0.16,0.0727
Image_6,15.0,contrast,0.1,0.5,0.16,0.0727
Image_6,15.0,contrast,0.1,0.7,0.16,0.0727
Image_6,15.0,contrast,0.2,0.3,0.16,0.0727
Image_6,15.0,contrast,0.2,0.5,0.16,0.0727
Image_6,15.0,contrast,0.2,0.7,0.16,0.0727
Image_6,15.0,contrast,0.3,0.3,0.16,0.0727
Image_6,15.0,contrast,0.3,0.5,0.16,0.0727
Image_6,15.0,contrast,0.3,0.7,0.16,0.0727
Image_6,15.0,both,0.1,0.3,0.16,0.0727
Image_6,15.0,both,0.1,0.5,0.16,0.0727
Image_6,15.0,both,0.1,0.7,0.16,0.0727
Image_6,15.0,both,0.2,0.3,0.16,0.0727
Image_6,15.0,both,0.2,0.5,0.16,0.0727
Image_6,15.0,both,0.2,0.7,0.16,0.0727
Image_6,15.0,both,0.3,0.3,0.16,0.0727
Image_6,15.0,both,0.3,0.5,0.16,0.0727
Image_6,15.0,both,0.3,0.7,0.16,0.0727
Image_6,14.0,none,0.0,0.0,16.3,1.6242
Image_6,14.0,brightness,0.1,0.3,15.71,1.5289
Image_6,14.0,brightness,0.1,0.5,15.71,1.5289
Image_6,14.0,brightness,0.1,0.7,15.71,1.5289
Image_6,14.0,brightness,0.2,0.3,14.78,1.3307
Image_6,14.0,brightness,0.2,0.5,14.78,1.3307
Image_6,14.0,brightness,0.2,0.7,14.78,1.3307
Image_6,14.0,brightness,0.3,0.3,13.83,1.1453
Image_6,14.0,brightness,0.3,0.5,13.83,1.1453
Image_6,14.0,brightness,0.3,0.7,13.83,1.1453
Image_6,14.0,contrast,0.1,0.3,15.43,1.4581
Image_6,14.0,contrast,0.1,0.5,14.64,1.3246
Image_6,14.0,contrast,0.1,0.7,13.88,1.1912
Image_6,14.0,contrast,0.2,0.3,15.43,1.4581
Image_6,14.0,contrast,0.2,0.5,14.64,1.3246
Image_6,14.0,contrast,0.2,0.7,13.88,1.1912
Image_6,14.0,contrast,0.3,0.3,15.43,1.4581
Image_6,14.0,contrast,0.3,0.5,14.64,1.3246
Image_6,14.0,contrast,0.3,0.7,13.88,1.1912
Image_6,14.0,both,0.1,0.3,14.53,1.2999
Image_6,14.0,both,0.1,0.5,13.75,1.1643
Image_6,14.0,both,0.1,0.7,12.99,1.0337
Image_6,14.0,both,0.2,0.3,13.64,1.1406
Image_6,14.0,both,0.2,0.5,12.86,1.0048
Image_6,14.0,both,0.2,0.7,12.1,0.8771
Image_6,14.0,both,0.3,0.3,12.74,0.9811
Image_6,14.0,both,0.3,0.5,11.97,0.8537
Image_6,14.0,both,0.3,0.7,11.21,0.7303
Image_6,13.0,none,0.0,0.0,31.22,3.2916
Image_6,13.0,brightness,0.1,0.3,30.01,3.0321
Image_6,13.0,brightness,0.1,0.5,30.01,3.0321
Image_6,13.0,brightness,0.1,0.7,30.01,3.0321
Image_6,13.0,brightness,0.2,0.3,28.65,2.7871
Image_6,13.0,brightness,0.2,0.5,28.65,2.7871
Image_6,13.0,brightness,0.2,0.7,28.65,2.7871
Image_6,13.0,brightness,0.3,0.3,27.14,2.4525
Image_6,13.0,brightness,0.3,0.5,27.14,2.4525
Image_6,13.0,brightness,0.3,0.7,27.14,2.4525
Image_6,13.0,contrast,0.1,0.3,29.6,2.9675
Image_6,13.0,contrast,0.1,0.5,28.39,2.7362
Image_6,13.0,contrast,0.1,0.7,27.21,2.506
Image_6,13.0,contrast,0.2,0.3,29.6,2.9675
Image_6,13.0,contrast,0.2,0.5,28.39,2.7362
Image_6,13.0,contrast,0.2,0.7,27.21,2.506
Image_6,13.0,contrast,0.3,0.3,29.6,2.9675
Image_6,13.0,contrast,0.3,0.5,28.39,2.7362
Image_6,13.0,contrast,0.3,0.7,27.21,2.506
Image_6,13.0,both,0.1,0.3,28.19,2.6878
Image_6,13.0,both,0.1,0.5,26.99,2.4596
Image_6,13.0,both,0.1,0.7,25.81,2.2357
Image_6,13.0,both,0.2,0.3,26.78,2.4087
Image_6,13.0,both,0.2,0.5,25.59,2.1815
Image_6,13.0,both,0.2,0.7,24.43,1.9608
Image_6,13.0,both,0.3,0.3,25.38,2.1348
Image_6,13.0,both,0.3,0.5,24.2,1.9126
Image_6,13.0,both,0.3,0.7,23.04,1.6934
Image_6,12.0,none,0.0,0.0,44.76,5.0088
Image_6,12.0,brightness,0.1,0.3,43.26,4.6412
Image_6,12.0,brightness,0.1,0.5,43.26,4.6412
Image_6,12.0,brightness,0.1,0.7,43.26,4.6412
Image_6,12.0,brightness,0.2,0.3,41.64,4.2863
Image_6,12.0,brightness,0.2,0.5,41.64,4.2863
Image_6,12.0,brightness,0.2,0.7,41.64,4.2863
Image_6,12.0,brightness,0.3,0.3,40.03,3.9379
Image_6,12.0,brightness,0.3,0.5,40.03,3.9379
Image_6,12.0,brightness,0.3,0.7,40.03,3.9379
Image_6,12.0,contrast,0.1,0.3,42.83,4.579
Image_6,12.0,contrast,0.1,0.5,41.45,4.2817
Image_6,12.0,contrast,0.1,0.7,40.13,3.9979
Image_6,12.0,contrast,0.2,0.3,42.83,4.579
Image_6,12.0,contrast,0.2,0.5,41.45,4.2817
Image_6,12.0,contrast,0.2,0.7,40.13,3.9979
Image_6,12.0,contrast,0.3,0.3,42.83,4.579
Image_6,12.0,contrast,0.3,0.5,41.45,4.2817
Image_6,12.0,contrast,0.3,0.7,40.13,3.9979
Image_6,12.0,both,0.1,0.3,41.22,4.2209
Image_6,12.0,both,0.1,0.5,39.86,3.9302
Image_6,12.0,both,0.1,0.7,38.55,3.6533
Image_6,12.0,both,0.2,0.3,39.61,3.8683
Image_6,12.0,both,0.2,0.5,38.27,3.5809
Image_6,12.0,both,0.2,0.7,36.98,3.308
Image_6,12.0,both,0.3,0.3,38.02,3.5209
Image_6,12.0,both,0.3,0.5,36.7,3.2389
Image_6,12.0,both,0.3,0.7,35.42,2.9704
Image_6,11.0,none,0.0,0.0,56.93,6.7943
Image_6,11.0,brightness,0.1,0.3,55.5,6.4354
