Image,Voltage,Strategy,b_offset,b_factor,Raw_oc,Raw_fc,Power_Saving(%),Distortion(%)
Image_38,10.5,brightness,0.09,1.0,0.3,0.0,58.28,7.22
Image_38,10.5,contrast,0.0,1.09,0.0,0.3,60.38,7.77
Image_38,10.5,contrast,0.0,1.15,0.0,0.5,58.93,7.37
Image_38,10.5,contrast,0.0,1.21,0.0,0.7,57.52,6.99
Image_38,10.5,both,0.03,1.09,0.1,0.3,58.94,7.38
Image_38,10.5,both,0.03,1.15,0.1,0.5,57.51,6.98
Image_38,10.5,both,0.03,1.21,0.1,0.7,56.14,6.61
Image_38,10.5,both,0.06,1.09,0.2,0.3,57.51,6.98
Image_38,10.5,both,0.06,1.15,0.2,0.5,56.11,6.6
Image_38,10.5,both,0.06,1.21,0.2,0.7,54.79,6.24
Image_38,10.5,both,0.09,1.09,0.3,0.3,56.1,6.63
Image_38,10.5,both,0.09,1.15,0.3,0.5,54.75,6.26
Image_38,10.5,both,0.09,1.21,0.3,0.7,53.47,5.92
Image_38,10.0,brightness,0.0333,1.0,0.1,0.0,66.46,9.03
Image_38,10.0,brightness,0.0667,1.0,0.2,0.0,65.15,8.63
Image_38,10.0,brightness,0.1,1.0,0.3,0.0,63.87,8.27
Image_38,10.0,contrast,0.0,1.1,0.0,0.3,65.78,8.82
Image_38,10.0,contrast,0.0,1.1667,0.0,0.5,64.47,8.43
Image_38,10.0,contrast,0.0,1.2333,0.0,0.7,63.24,8.06
Image_38,10.0,both,0.0333,1.1,0.1,0.3,64.49,8.43
Image_38,10.0,both,0.0333,1.1667,0.1,0.5,63.22,8.05
Image_38,10.0,both,0.0333,1.2333,0.1,0.7,62.01,7.7
Image_38,10.0,both,0.0667,1.1,0.2,0.3,63.21,8.05
Image_38,10.0,both,0.0667,1.1667,0.2,0.5,61.97,7.69
Image_38,10.0,both,0.0667,1.2333,0.2,0.7,60.82,7.34
Image_38,10.0,both,0.1,1.1,0.3,0.3,61.95,7.7
Image_38,10.0,both,0.1,1.1667,0.3,0.5,60.76,7.35
Image_38,10.0,both,0.1,1.2333,0.3,0.7,59.67,7.03
Image_38,9.5,brightness,0.0367,1.0,0.1,0.0,71.49,10.12
Image_38,9.5,brightness,0.0733,1.0,0.2,0.0,70.39,9.76
Image_38,9.5,brightness,0.11,1.0,0.3,0.0,69.24,9.39
Image_38,9.5,contrast,0.0,1.11,0.0,0.3,70.91,9.92
Image_38,9.5,contrast,0.0,1.1833,0.0,0.5,69.8,9.55
Image_38,9.5,contrast,0.0,1.2567,0.0,0.7,68.74,9.21
Image_38,9.5,both,0.0367,1.11,0.1,0.3,69.8,9.56
Image_38,9.5,both,0.0367,1.1833,0.1,0.5,68.72,9.21
Image_38,9.5,both,0.0367,1.2567,0.1,0.7,67.69,8.87
Image_38,9.5,both,0.0733,1.11,0.2,0.3,68.7,9.21
Image_38,9.5,both,0.0733,1.1833,0.2,0.5,67.66,8.87
Image_38,9.5,both,0.0733,1.2567,0.2,0.7,66.69,8.55
Image_38,9.5,both,0.11,1.11,0.3,0.3,67.63,8.87
Image_38,9.5,both,0.11,1.1833,0.3,0.5,66.63,8.55
Image_38,9.5,both,0.11,1.2567,0.3,0.7,65.73,8.25
Image_38,9.0,brightness,0.04,1.0,0.1,0.0,76.21,11.28
Image_38,9.0,brightness,0.08,1.0,0.2,0.0,75.3,10.95
Image_38,9.0,brightness,0.12,1.0,0.3,0.0,74.4,10.64
Image_38,9.0,contrast,0.0,1.12,0.0,0.3,75.74,11.09
Image_38,9.0,contrast,0.0,1.2,0.0,0.5,74.84,10.76
Image_38,9.0,contrast,0.0,1.28,0.0,0.7,73.99,10.45
Image_38,9.0,both,0.04,1.12,0.1,0.3,74.84,10.78
Image_38,9.0,both,0.04,1.2,0.1,0.5,73.96,10.45
Image_38,9.0,both,0.04,1.28,0.1,0.7,73.15,10.16
Image_38,9.0,both,0.08,1.12,0.2,0.3,73.95,10.46
Image_38,9.0,both,0.08,1.2,0.2,0.5,73.11,10.16
Image_38,9.0,both,0.08,1.28,0.2,0.7,72.35,9.88
Image_38,9.0,both,0.12,1.12,0.3,0.3,73.08,10.16
Image_38,9.0,both,0.12,1.2,0.3,0.5,72.29,9.87
Image_38,9.0,both,0.12,1.28,0.3,0.7,71.61,9.62
Image_39,14.5,brightness,0.0033,1.0,0.1,0.0,8.51,0.89
Image_39,14.5,brightness,0.0067,1.0,0.2,0.0,7.97,0.79
Image_39,14.5,brightness,0.01,1.0,0.3,0.0,7.53,0.7
Image_39,14.5,contrast,0.0,1.01,0.0,0.3,8.1,0.81
Image_39,14.5,contrast,0.0,1.0167,0.0,0.5,7.64,0.73
Image_39,14.5,contrast,0.0,1.0233,0.0,0.7,7.17,0.65
Image_39,14.5,both,0.0033,1.01,0.1,0.3,7.67,0.74
Image_39,14.5,both,0.0033,1.0167,0.1,0.5,7.22,0.66
Image_39,14.5,both,0.0033,1.0233,0.1,0.7,6.75,0.58
Image_39,14.5,both,0.0067,1.01,0.2,0.3,7.26,0.67
Image_39,14.5,both,0.0067,1.0167,0.2,0.5,6.8,0.59
Image_39,14.5,both,0.0067,1.0233,0.2,0.7,6.34,0.51
Image_39,14.5,both,0.01,1.01,0.3,0.3,6.85,0.59
Image_39,14.5,both,0.01,1.0167,0.3,0.5,6.38,0.52
Image_39,14.5,both,0.01,1.0233,0.3,0.7,5.92,0.44
Image_39,14.0,brightness,0.0067,1.0,0.1,0.0,16.17,1.69
Image_39,14.0,brightness,0.0133,1.0,0.2,0.0,15.39,1.54
Image_39,14.0,brightness,0.02,1.0,0.3,0.0,14.58,1.38
Image_39,14.0,contrast,0.0,1.02,0.0,0.3,15.66,1.59
Image_39,14.0,contrast,0.0,1.0333,0.0,0.5,14.83,1.44
Image_39,14.0,contrast,0.0,1.0467,0.0,0.7,14.02,1.29
Image_39,14.0,both,0.0067,1.02,0.1,0.3,14.91,1.45
Image_39,14.0,both,0.0067,1.0333,0.1,0.5,14.09,1.3
Image_39,14.0,both,0.0067,1.0467,0.1,0.7,13.28,1.15
Image_39,14.0,both,0.0133,1.02,0.2,0.3,14.16,1.31
Image_39,14.0,both,0.0133,1.0333,0.2,0.5,13.34,1.16
Image_39,14.0,both,0.0133,1.0467,0.2,0.7,12.55,1.02
Image_39,14.0,both,0.02,1.02,0.3,0.3,13.42,1.17
Image_39,14.0,both,0.02,1.0333,0.3,0.5,12.61,1.03
Image_39,14.0,both,0.02,1.0467,0.3,0.7,11.82,0.89
Image_39,13.5,brightness,0.01,1.0,0.1,0.0,23.66,2.51
Image_39,13.5,brightness,0.02,1.0,0.2,0.0,22.6,2.3
Image_39,13.5,brightness,0.03,1.0,0.3,0.0,21.68,2.13
Image_39,13.5,contrast,0.0,1.03,0.0,0.3,23.0,2.4
Image_39,13.5,contrast,0.0,1.05,0.0,0.5,21.9,2.19
Image_39,13.5,contrast,0.0,1.07,0.0,0.7,20.85,1.99
Image_39,13.5,both,0.01,1.03,0.1,0.3,22.0,2.2
Image_39,13.5,both,0.01,1.05,0.1,0.5,20.92,2.0
Image_39,13.5,both,0.01,1.07,0.1,0.7,19.88,1.8
Image_39,13.5,both,0.02,1.03,0.2,0.3,21.01,2.01
Image_39,13.5,both,0.02,1.05,0.2,0.5,19.95,1.81
Image_39,13.5,both,0.02,1.07,0.2,0.7,18.91,1.61
Image_39,13.5,both,0.03,1.03,0.3,0.3,20.03,1.82
Image_39,13.5,both,0.03,1.05,0.3,0.5,18.98,1.62
Image_39,13.5,both,0.03,1.07,0.3,0.7,17.96,1.43
Image_39,13.0,brightness,0.0133,1.0,0.1,0.0,30.89,3.39
Image_39,13.0,brightness,0.0267,1.0,0.2,0.0,29.75,3.15
Image_39,13.0,brightness,0.04,1.0,0.3,0.0,28.48,2.88
Image_39,13.0,contrast,0.0,1.04,0.0,0.3,30.11,3.24
Image_39,13.0,contrast,0.0,1.0667,0.0,0.5,28.84,2.98
Image_39,13.0,contrast,0.0,1.0933,0.0,0.7,27.62,2.74
Image_39,13.0,both,0.0133,1.04,0.1,0.3,28.94,2.99
Image_39,13.0,both,0.0133,1.0667,0.1,0.5,27.7,2.74
Image_39,13.0,both,0.0133,1.0933,0.1,0.7,26.49,2.5
Image_39,13.0,both,0.0267,1.04,0.2,0.3,27.78,2.75
Image_39,13.0,both,0.0267,1.0667,0.2,0.5,26.56,2.51
Image_39,13.0,both,0.0267,1.0933,0.2,0.7,25.37,2.27
Image_39,13.0,both,0.04,1.04,0.3,0.3,26.63,2.51
Image_39,13.0,both,0.04,1.0667,0.3,0.5,25.43,2.28
Image_39,13.0,both,0.04,1.0933,0.3,0.7,24.26,2.05
Image_39,12.5,brightness,0.0167,1.0,0.1,0.0,37.81,4.27
Image_39,12.5,brightness,0.0333,1.0,0.2,0.0,36.52,3.98
Image_39,12.5,brightness,0.05,1.0,0.3,0.0,35.26,3.71
Image_39,12.5,contrast,0.0,1.05,0.0,0.3,36.98,4.1
Image_39,12.5,contrast,0.0,1.0833,0.0,0.5,35.62,3.81
Image_39,12.5,contrast,0.0,1.1167,0.0,0.7,34.29,3.53
Image_39,12.5,both,0.0167,1.05,0.1,0.3,35.7,3.82
Image_39,12.5,both,0.0167,1.0833,0.1,0.5,34.36,3.54
Image_39,12.5,both,0.0167,1.1167,0.1,0.7,33.07,3.26
Image_39,12.5,both,0.0333,1.05,0.2,0.3,34.44,3.55
Image_39,12.5,both,0.0333,1.0833,0.2,0.5,33.13,3.27
Image_39,12.5,both,0.0333,1.1167,0.2,0.7,31.85,3.0
Image_39,12.5,both,0.05,1.05,0.3,0.3,33.2,3.27
Image_39,12.5,both,0.05,1.0833,0.3,0.5,31.91,3.0
Image_39,12.5,both,0.05,1.1167,0.3,0.7,30.66,2.74
Image_39,12.0,brightness,0.02,1.0,0.1,0.0,44.43,5.17
Image_39,12.0,brightness,0.04,1.0,0.2,0.0,43.08,4.86
Image_39,12.0,brightness,0.06,1.0,0.3,0.0,41.74,4.55
Image_39,12.0,contrast,0.0,1.06,0.0,0.3,43.6,5.0
Image_39,12.0,contrast,0.0,1.1,0.0,0.5,42.18,4.68
Image_39,12.0,contrast,0.0,1.14,0.0,0.7,40.84,4.38
Image_39,12.0,both,0.02,1.06,0.1,0.3,42.28,4.69
Image_39,12.0,both,0.02,1.1,0.1,0.5,40.89,4.38
Image_39,12.0,both,0.02,1.14,0.1,0.7,39.58,4.09
Image_39,12.0,both,0.04,1.06,0.2,0.3,40.97,4.39
Image_39,12.0,both,0.04,1.1,0.2,0.5,39.62,4.09
Image_39,12.0,both,0.04,1.14,0.2,0.7,38.33,3.8
Image_39,12.0,both,0.06,1.06,0.3,0.3,39.68,4.09
Image_39,12.0,both,0.06,1.1,0.3,0.5,38.36,3.8
Image_39,12.0,both,0.06,1.14,0.3,0.7,37.1,3.52
Image_39,11.5,brightness,0.0233,1.0,0.1,0.0,50.85,6.14
Image_39,11.5,brightness,0.0467,1.0,0.2,0.0,49.48,5.8
Image_39,11.5,brightness,0.07,1.0,0.3,0.0,48.14,5.47
Image_39,11.5,contrast,0.0,1.07,0.0,0.3,49.95,5.94
Image_39,11.5,contrast,0.0,1.1167,0.0,0.5,48.55,5.6
Image_39,11.5,contrast,0.0,1.1633,0.0,0.7,47.22,5.29
Image_39,11.5,both,0.0233,1.07,0.1,0.3,48.63,5.61
Image_39,11.5,both,0.0233,1.1167,0.1,0.5,47.27,5.29
Image_39,11.5,both,0.0233,1.1633,0.1,0.7,45.98,4.98
Image_39,11.5,both,0.0467,1.07,0.2,0.3,47.33,5.29
Image_39,11.5,both,0.0467,1.1167,0.2,0.5,46.01,4.98
Image_39,11.5,both,0.0467,1.1633,0.2,0.7,44.75,4.68
Image_39,11.5,both,0.07,1.07,0.3,0.3,46.06,4.98
Image_39,11.5,both,0.07,1.1167,0.3,0.5,44.77,4.67
Image_39,11.5,both,0.07,1.1633,0.3,0.7,43.54,4.38
Image_39,11.0,brightness,0.0267,1.0,0.1,0.0,56.87,7.11
Image_39,11.0,brightness,0.0533,1.0,0.2,0.0,55.54,6.75
Image_39,11.0,brightness,0.08,1.0,0.3,0.0,54.24,6.41
Image_39,11.0,contrast,0.0,1.08,0.0,0.3,56.02,6.9
Image_39,11.0,contrast,0.0,1.1333,0.0,0.5,54.69,6.56
Image_39,11.0,contrast,0.0,1.1867,0.0,0.7,53.43,6.24
Image_39,11.0,both,0.0267,1.08,0.1,0.3,54.76,6.57
Image_39,11.0,both,0.0267,1.1333,0.1,0.5,53.46,6.24
Image_39,11.0,both,0.0267,1.1867,0.1,0.7,52.24,5.93
Image_39,11.0,both,0.0533,1.08,0.2,0.3,53.51,6.24
Image_39,11.0,both,0.0533,1.1333,0.2,0.5,52.26,5.92
Image_39,11.0,both,0.0533,1.1867,0.2,0.7,51.07,5.62
Image_39,11.0,both,0.08,1.08,0.3,0.3,52.29,5.92
Image_39,11.0,both,0.08,1.1333,0.3,0.5,51.07,5.61
Image_39,11.0,both,0.08,1.1867,0.3,0.7,49.92,5.32
Image_39,10.5,brightness,0.03,1.0,0.1,0.0,62.58,8.1
Image_39,10.5,brightness,0.06,1.0,0.2,0.0,61.33,7.75
Image_39,10.5,brightness,0.09,1.0,0.3,0.0,60.17,7.43
Image_39,10.5,contrast,0.0,1.09,0.0,0.3,61.81,7.91
Image_39,10.5,contrast,0.0,1.15,0.0,0.5,60.58,7.57
Image_39,10.5,contrast,0.0,1.21,0.0,0.7,59.42,7.25
Image_39,10.5,both,0.03,1.09,0.1,0.3,60.63,7.57
Image_39,10.5,both,0.03,1.15,0.1,0.5,59.44,7.25
Image_39,10.5,both,0.03,1.21,0.1,0.7,58.32,6.94
Image_39,10.5,both,0.06,1.09,0.2,0.3,59.48,7.25
Image_39,10.5,both,0.06,1.15,0.2,0.5,58.33,6.94
Image_39,10.5,both,0.06,1.21,0.2,0.7,57.24,6.64
Image_39,10.5,both,0.09,1.09,0.3,0.3,58.35,6.93
Image_39,10.5,both,0.09,1.15,0.3,0.5,57.24,6.63
Image_39,10.5,both,0.09,1.21,0.3,0.7,56.2,6.35
Image_39,10.0,brightness,0.0333,1.0,0.1,0.0,67.97,9.14
Image_39,10.0,brightness,0.0667,1.0,0.2,0.0,66.85,8.8
Image_39,10.0,brightness,0.1,1.0,0.3,0.0,65.8,8.48
Image_39,10.0,contrast,0.0,1.1,0.0,0.3,67.29,8.95
Image_39,10.0,contrast,0.0,1.1667,0.0,0.5,66.19,8.62
Image_39,10.0,contrast,0.0,1.2333,0.0,0.7,65.17,8.33
Image_39,10.0,both,0.0333,1.1,0.1,0.3,66.24,8.63
Image_39,10.0,both,0.0333,1.1667,0.1,0.5,65.18,8.32
Image_39,10.0,both,0.0333,1.2333,0.1,0.7,64.2,8.03
Image_39,10.0,both,0.0667,1.1,0.2,0.3,65.21,8.32
Image_39,10.0,both,0.0667,1.1667,0.2,0.5,64.19,8.02
Image_39,10.0,both,0.0667,1.2333,0.2,0.7,63.25,7.74
Image_39,10.0,both,0.1,1.1,0.3,0.3,64.2,8.01
Image_39,10.0,both,0.1,1.1667,0.3,0.5,63.23,7.73
Image_39,10.0,both,0.1,1.2333,0.3,0.7,62.33,7.47
Image_39,9.5,brightness,0.0367,1.0,0.1,0.0,73.04,10.21
Image_39,9.5,brightness,0.0733,1.0,0.2,0.0,72.11,9.91
Image_39,9.5,brightness,0.11,1.0,0.3,0.0,71.16,9.6
Image_39,9.5,contrast,0.0,1.11,0.0,0.3,72.47,10.04
Image_39,9.5,contrast,0.0,1.1833,0.0,0.5,71.54,9.74
Image_39,9.5,contrast,0.0,1.2567,0.0,0.7,70.67,9.46
Image_39,9.5,both,0.0367,1.11,0.1,0.3,71.57,9.74
Image_39,9.5,both,0.0367,1.1833,0.1,0.5,70.67,9.46
Image_39,9.5,both,0.0367,1.2567,0.1,0.7,69.84,9.19
Image_39,9.5,both,0.0733,1.11,0.2,0.3,70.69,9.46
Image_39,9.5,both,0.0733,1.1833,0.2,0.5,69.83,9.19
Image_39,9.5,both,0.0733,1.2567,0.2,0.7,69.04,8.94
Image_39,9.5,both,0.11,1.11,0.3,0.3,69.83,9.18
Image_39,9.5,both,0.11,1.1833,0.3,0.5,69.01,8.92
Image_39,9.5,both,0.11,1.2567,0.3,0.7,68.27,8.68
Image_39,9.0,brightness,0.04,1.0,0.1,0.0,77.78,11.33
Image_39,9.0,brightness,0.08,1.0,0.2,0.0,77.02,11.06
Image_39,9.0,brightness,0.12,1.0,0.3,0.0,76.28,10.81
Image_39,9.0,contrast,0.0,1.12,0.0,0.3,77.33,11.17
Image_39,9.0,contrast,0.0,1.2,0.0,0.5,76.58,10.91
Image_39,9.0,contrast,0.0,1.28,0.0,0.7,75.88,10.67
Image_39,9.0,both,0.04,1.12,0.1,0.3,76.6,10.92
Image_39,9.0,both,0.04,1.2,0.1,0.5,75.88,10.67
Image_39,9.0,both,0.04,1.28,0.1,0.7,75.21,10.44
Image_39,9.0,both,0.08,1.12,0.2,0.3,75.89,10.67
Image_39,9.0,both,0.08,1.2,0.2,0.5,75.2,10.43
Image_39,9.0,both,0.08,1.28,0.2,0.7,74.57,10.22
Image_39,9.0,both,0.12,1.12,0.3,0.3,75.19,10.43
Image_39,9.0,both,0.12,1.2,0.3,0.5,74.55,10.2
Image_39,9.0,both,0.12,1.28,0.3,0.7,73.97,10.0
Image_40,14.5,brightness,0.0033,1.0,0.1,0.0,8.25,0.83
Image_40,14.5,brightness,0.0067,1.0,0.2,0.0,7.67,0.7
Image_40,14.5,brightness,0.01,1.0,0.3,0.0,7.07,0.61
Image_40,14.5,contrast,0.0,1.01,0.0,0.3,7.87,0.75
Image_40,14.5,contrast,0.0,1.0167,0.0,0.5,7.41,0.67
Image_40,14.5,contrast,0.0,1.0233,0.0,0.7,6.94,0.59
Image_40,14.5,both,0.0033,1.01,0.1,0.3,7.43,0.67
Image_40,14.5,both,0.0033,1.0167,0.1,0.5,6.92,0.59
Image_40,14.5,both,0.0033,1.0233,0.1,0.7,6.44,0.51
Image_40,14.5,both,0.0067,1.01,0.2,0.3,6.91,0.58
Image_40,14.5,both,0.0067,1.0167,0.2,0.5,6.44,0.5
Image_40,14.5,both,0.0067,1.0233,0.2,0.7,5.96,0.43
Image_40,14.5,both,0.01,1.01,0.3,0.3,6.4,0.51
Image_40,14.5,both,0.01,1.0167,0.3,0.5,5.93,0.44
Image_40,14.5,both,0.01,1.0233,0.3,0.7,5.45,0.36
Image_40,14.0,brightness,0.0067,1.0,0.1,0.0,15.64,1.54
Image_40,14.0,brightness,0.0133,1.0,0.2,0.0,14.67,1.39
Image_40,14.0,brightness,0.02,1.0,0.3,0.0,13.66,1.23
Image_40,14.0,contrast,0.0,1.02,0.0,0.3,15.19,1.47
Image_40,14.0,contrast,0.0,1.0333,0.0,0.5,14.33,1.32
Image_40,14.0,contrast,0.0,1.0467,0.0,0.7,13.5,1.17
Image_40,14.0,both,0.0067,1.02,0.1,0.3,14.32,1.31
Image_40,14.0,both,0.0067,1.0333,0.1,0.5,13.43,1.16
Image_40,14.0,both,0.0067,1.0467,0.1,0.7,12.59,1.01
Image_40,14.0,both,0.0133,1.02,0.2,0.3,13.39,1.16
Image_40,14.0,both,0.0133,1.0333,0.2,0.5,12.54,1.01
Image_40,14.0,both,0.0133,1.0467,0.2,0.7,11.69,0.87
Image_40,14.0,both,0.02,1.02,0.3,0.3,12.48,1.03
Image_40,14.0,both,0.02,1.0333,0.3,0.5,11.63,0.89
Image_40,14.0,both,0.02,1.0467,0.3,0.7,10.79,0.74
Image_40,13.5,brightness,0.01,1.0,0.1,0.0,22.78,2.3
Image_40,13.5,brightness,0.02,1.0,0.2,0.0,21.49,2.08
Image_40,13.5,brightness,0.03,1.0,0.3,0.0,20.4,1.9
Image_40,13.5,contrast,0.0,1.03,0.0,0.3,22.29,2.22
Image_40,13.5,contrast,0.0,1.05,0.0,0.5,21.15,2.0
Image_40,13.5,contrast,0.0,1.07,0.0,0.7,20.03,1.8
Image_40,13.5,both,0.01,1.03,0.1,0.3,21.1,1.99
Image_40,13.5,both,0.01,1.05,0.1,0.5,19.93,1.77
Image_40,13.5,both,0.01,1.07,0.1,0.7,18.8,1.57
Image_40,13.5,both,0.02,1.03,0.2,0.3,19.87,1.79
Image_40,13.5,both,0.02,1.05,0.2,0.5,18.73,1.58
Image_40,13.5,both,0.02,1.07,0.2,0.7,17.6,1.37
Image_40,13.5,both,0.03,1.03,0.3,0.3,18.64,1.6
Image_40,13.5,both,0.03,1.05,0.3,0.5,17.5,1.39
Image_40,13.5,both,0.03,1.07,0.3,0.7,16.37,1.19
Image_40,13.0,brightness,0.0133,1.0,0.1,0.0,29.78,3.11
Image_40,13.0,brightness,0.0267,1.0,0.2,0.0,28.41,2.84
Image_40,13.0,brightness,0.04,1.0,0.3,0.0,26.84,2.59
Image_40,13.0,contrast,0.0,1.04,0.0,0.3,29.18,2.99
Image_40,13.0,contrast,0.0,1.0667,0.0,0.5,27.83,2.73
Image_40,13.0,contrast,0.0,1.0933,0.0,0.7,26.48,2.47
Image_40,13.0,both,0.0133,1.04,0.1,0.3,27.75,2.71
Image_40,13.0,both,0.0133,1.0667,0.1,0.5,26.39,2.44
Image_40,13.0,both,0.0133,1.0933,0.1,0.7,25.06,2.19
Image_40,13.0,both,0.0267,1.04,0.2,0.3,26.3,2.45
Image_40,13.0,both,0.0267,1.0667,0.2,0.5,24.96,2.19
Image_40,13.0,both,0.0267,1.0933,0.2,0.7,23.63,1.94
Image_40,13.0,both,0.04,1.04,0.3,0.3,24.88,2.21
Image_40,13.0,both,0.04,1.0667,0.3,0.5,23.51,1.96
Image_40,13.0,both,0.04,1.0933,0.3,0.7,22.19,1.72
Image_40,12.5,brightness,0.0167,1.0,0.1,0.0,36.47,3.92
Image_40,12.5,brightness,0.0333,1.0,0.2,0.0,34.91,3.61
Image_40,12.5,brightness,0.05,1.0,0.3,0.0,33.37,3.33
Image_40,12.5,contrast,0.0,1.05,0.0,0.3,35.84,3.8
Image_40,12.5,contrast,0.0,1.0833,0.0,0.5,34.37,3.49
Image_40,12.5,contrast,0.0,1.1167,0.0,0.7,32.88,3.19
Image_40,12.5,both,0.0167,1.05,0.1,0.3,34.26,3.47
Image_40,12.5,both,0.0167,1.0833,0.1,0.5,32.77,3.16
Image_40,12.5,both,0.0167,1.1167,0.1,0.7,31.32,2.86
Image_40,12.5,both,0.0333,1.05,0.2,0.3,32.67,3.16
Image_40,12.5,both,0.0333,1.0833,0.2,0.5,31.21,2.86
Image_40,12.5,both,0.0333,1.1167,0.2,0.7,29.75,2.57
Image_40,12.5,both,0.05,1.05,0.3,0.3,31.1,2.89
Image_40,12.5,both,0.05,1.0833,0.3,0.5,29.65,2.6
Image_40,12.5,both,0.05,1.1167,0.3,0.7,28.19,2.32
Image_40,12.0,brightness,0.02,1.0,0.1,0.0,42.88,4.76
Image_40,12.0,brightness,0.04,1.0,0.2,0.0,41.25,4.42
Image_40,12.0,brightness,0.06,1.0,0.3,0.0,39.61,4.11
Image_40,12.0,contrast,0.0,1.06,0.0,0.3,42.27,4.64
Image_40,12.0,contrast,0.0,1.1,0.0,0.5,40.69,4.29
Image_40,12.0,contrast,0.0,1.14,0.0,0.7,39.19,3.96
Image_40,12.0,both,0.02,1.06,0.1,0.3,40.62,4.26
Image_40,12.0,both,0.02,1.1,0.1,0.5,39.06,3.93
Image_40,12.0,both,0.02,1.14,0.1,0.7,37.56,3.6
Image_40,12.0,both,0.04,1.06,0.2,0.3,38.97,3.92
Image_40,12.0,both,0.04,1.1,0.2,0.5,37.43,3.6
Image_40,12.0,both,0.04,1.14,0.2,0.7,35.94,3.28
Image_40,12.0,both,0.06,1.06,0.3,0.3,37.32,3.62
Image_40,12.0,both,0.06,1.1,0.3,0.5,35.8,3.3
Image_40,12.0,both,0.06,1.14,0.3,0.7,34.32,2.99
Image_40,11.5,brightness,0.0233,1.0,0.1,0.0,49.19,5.67
Image_40,11.5,brightness,0.0467,1.0,0.2,0.0,47.52,5.28
Image_40,11.5,brightness,0.07,1.0,0.3,0.0,45.86,4.94
Image_40,11.5,contrast,0.0,1.07,0.0,0.3,48.45,5.51
Image_40,11.5,contrast,0.0,1.1167,0.0,0.5,46.89,5.15
Image_40,11.5,contrast,0.0,1.1633,0.0,0.7,45.38,4.79
Image_40,11.5,both,0.0233,1.07,0.1,0.3,46.8,5.11
Image_40,11.5,both,0.0233,1.1167,0.1,0.5,45.25,4.75
Image_40,11.5,both,0.0233,1.1633,0.1,0.7,43.75,4.41
Image_40,11.5,both,0.0467,1.07,0.2,0.3,45.15,4.74
Image_40,11.5,both,0.0467,1.1167,0.2,0.5,43.61,4.4
Image_40,11.5,both,0.0467,1.1633,0.2,0.7,42.13,4.06
Image_40,11.5,both,0.07,1.07,0.3,0.3,43.5,4.41
Image_40,11.5,both,0.07,1.1167,0.3,0.5,41.99,4.08
Image_40,11.5,both,0.07,1.1633,0.3,0.7,40.53,3.75
Image_40,11.0,brightness,0.0267,1.0,0.1,0.0,55.07,6.58
Image_40,11.0,brightness,0.0533,1.0,0.2,0.0,53.43,6.16
Image_40,11.0,brightness,0.08,1.0,0.3,0.0,51.81,5.81
Image_40,11.0,contrast,0.0,1.08,0.0,0.3,54.37,6.41
Image_40,11.0,contrast,0.0,1.1333,0.0,0.5,52.87,6.04
Image_40,11.0,contrast,0.0,1.1867,0.0,0.7,51.41,5.67
Image_40,11.0,both,0.0267,1.08,0.1,0.3,52.77,6.01
Image_40,11.0,both,0.0267,1.1333,0.1,0.5,51.29,5.64
Image_40,11.0,both,0.0267,1.1867,0.1,0.7,49.84,5.28
Image_40,11.0,both,0.0533,1.08,0.2,0.3,51.18,5.61
Image_40,11.0,both,0.0533,1.1333,0.2,0.5,49.71,5.26
Image_40,11.0,both,0.0533,1.1867,0.2,0.7,48.3,4.92
Image_40,11.0,both,0.08,1.08,0.3,0.3,49.59,5.27
Image_40,11.0,both,0.08,1.1333,0.3,0.5,48.15,4.93
Image_40,11.0,both,0.08,1.1867,0.3,0.7,46.77,4.6
Image_40,10.5,brightness,0.03,1.0,0.1,0.0,60.66,7.52
Image_40,10.5,brightness,0.06,1.0,0.2,0.0,59.12,7.11
Image_40,10.5,brightness,0.09,1.0,0.3,0.0,57.68,6.75
Image_40,10.5,contrast,0.0,1.09,0.0,0.3,60.03,7.36
Image_40,10.5,contrast,0.0,1.15,0.0,0.5,58.64,6.99
Image_40,10.5,contrast,0.0,1.21,0.0,0.7,57.27,6.62
Image_40,10.5,both,0.03,1.09,0.1,0.3,58.54,6.95
Image_40,10.5,both,0.03,1.15,0.1,0.5,57.16,6.59
Image_40,10.5,both,0.03,1.21,0.1,0.7,55.82,6.24
Image_40,10.5,both,0.06,1.09,0.2,0.3,57.05,6.55
Image_40,10.5,both,0.06,1.15,0.2,0.5,55.69,6.2
Image_40,10.5,both,0.06,1.21,0.2,0.7,54.4,5.86
Image_40,10.5,both,0.09,1.09,0.3,0.3,55.57,6.2
Image_40,10.5,both,0.09,1.15,0.3,0.5,54.26,5.86
Image_40,10.5,both,0.09,1.21,0.3,0.7,53.0,5.54
Image_40,10.0,brightness,0.0333,1.0,0.1,0.0,65.97,8.51
Image_40,10.0,brightness,0.0667,1.0,0.2,0.0,64.59,8.1
Image_40,10.0,brightness,0.1,1.0,0.3,0.0,63.26,7.74
Image_40,10.0,contrast,0.0,1.1,0.0,0.3,65.4,8.35
Image_40,10.0,contrast,0.0,1.1667,0.0,0.5,64.15,7.99
Image_40,10.0,contrast,0.0,1.2333,0.0,0.7,62.95,7.64
Image_40,10.0,both,0.0333,1.1,0.1,0.3,64.07,7.96
Image_40,10.0,both,0.0333,1.1667,0.1,0.5,62.83,7.61
Image_40,10.0,both,0.0333,1.2333,0.1,0.7,61.65,7.27
