Image,Voltage,Strategy,b_offset,b_factor,Raw_oc,Raw_fc,Power_Saving(%),Distortion(%)
Image_0,14.5,brightness,0.0033,1.0,0.1,0.0,8.75,1.08
Image_0,14.5,brightness,0.0067,1.0,0.2,0.0,8.28,0.98
Image_0,14.5,brightness,0.01,1.0,0.3,0.0,7.83,0.89
Image_0,14.5,contrast,0.0,1.01,0.0,0.3,8.2,0.97
Image_0,14.5,contrast,0.0,1.0167,0.0,0.5,7.65,0.86
Image_0,14.5,contrast,0.0,1.0233,0.0,0.7,7.1,0.76
Image_0,14.5,both,0.0033,1.01,0.1,0.3,7.82,0.9
Image_0,14.5,both,0.0033,1.0167,0.1,0.5,7.3,0.79
Image_0,14.5,both,0.0033,1.0233,0.1,0.7,6.73,0.68
Image_0,14.5,both,0.0067,1.01,0.2,0.3,7.46,0.82
Image_0,14.5,both,0.0067,1.0167,0.2,0.5,6.92,0.72
Image_0,14.5,both,0.0067,1.0233,0.2,0.7,6.4,0.61
Image_0,14.5,both,0.01,1.01,0.3,0.3,7.07,0.74
Image_0,14.5,both,0.01,1.0167,0.3,0.5,6.53,0.64
Image_0,14.5,both,0.01,1.0233,0.3,0.7,6.05,0.54
Image_0,14.0,brightness,0.0067,1.0,0.1,0.0,16.7,2.08
Image_0,14.0,brightness,0.0133,1.0,0.2,0.0,16.02,1.92
Image_0,14.0,brightness,0.02,1.0,0.3,0.0,15.29,1.78
Image_0,14.0,contrast,0.0,1.02,0.0,0.3,15.91,1.91
Image_0,14.0,contrast,0.0,1.0333,0.0,0.5,14.93,1.71
Image_0,14.0,contrast,0.0,1.0467,0.0,0.7,13.98,1.51
Image_0,14.0,both,0.0067,1.02,0.1,0.3,15.21,1.76
Image_0,14.0,both,0.0067,1.0333,0.1,0.5,14.27,1.57
Image_0,14.0,both,0.0067,1.0467,0.1,0.7,13.32,1.37
Image_0,14.0,both,0.0133,1.02,0.2,0.3,14.61,1.63
Image_0,14.0,both,0.0133,1.0333,0.2,0.5,13.62,1.43
Image_0,14.0,both,0.0133,1.0467,0.2,0.7,12.67,1.23
Image_0,14.0,both,0.02,1.02,0.3,0.3,13.9,1.48
Image_0,14.0,both,0.02,1.0333,0.3,0.5,12.97,1.29
Image_0,14.0,both,0.02,1.0467,0.3,0.7,12.03,1.1
Image_0,13.5,brightness,0.01,1.0,0.1,0.0,24.38,3.1
Image_0,13.5,brightness,0.02,1.0,0.2,0.0,23.48,2.9
Image_0,13.5,brightness,0.03,1.0,0.3,0.0,22.68,2.71
Image_0,13.5,contrast,0.0,1.03,0.0,0.3,23.39,2.89
Image_0,13.5,contrast,0.0,1.05,0.0,0.5,22.1,2.6
Image_0,13.5,contrast,0.0,1.07,0.0,0.7,20.83,2.33
Image_0,13.5,both,0.01,1.03,0.1,0.3,22.49,2.68
Image_0,13.5,both,0.01,1.05,0.1,0.5,21.22,2.41
Image_0,13.5,both,0.01,1.07,0.1,0.7,19.96,2.13
Image_0,13.5,both,0.02,1.03,0.2,0.3,21.62,2.49
Image_0,13.5,both,0.02,1.05,0.2,0.5,20.34,2.21
Image_0,13.5,both,0.02,1.07,0.2,0.7,19.09,1.94
Image_0,13.5,both,0.03,1.03,0.3,0.3,20.73,2.29
Image_0,13.5,both,0.03,1.05,0.3,0.5,19.47,2.02
Image_0,13.5,both,0.03,1.07,0.3,0.7,18.23,1.75
Image_0,13.0,brightness,0.0133,1.0,0.1,0.0,31.87,4.17
Image_0,13.0,brightness,0.0267,1.0,0.2,0.0,30.88,3.94
Image_0,13.0,brightness,0.04,1.0,0.3,0.0,29.76,3.68
Image_0,13.0,contrast,0.0,1.04,0.0,0.3,30.63,3.89
Image_0,13.0,contrast,0.0,1.0667,0.0,0.5,29.12,3.55
Image_0,13.0,contrast,0.0,1.0933,0.0,0.7,27.64,3.21
Image_0,13.0,both,0.0133,1.04,0.1,0.3,29.59,3.65
Image_0,13.0,both,0.0133,1.0667,0.1,0.5,28.09,3.3
Image_0,13.0,both,0.0133,1.0933,0.1,0.7,26.64,2.97
Image_0,13.0,both,0.0267,1.04,0.2,0.3,28.56,3.41
Image_0,13.0,both,0.0267,1.0667,0.2,0.5,27.07,3.06
Image_0,13.0,both,0.0267,1.0933,0.2,0.7,25.7,2.75
Image_0,13.0,both,0.04,1.04,0.3,0.3,27.52,3.16
Image_0,13.0,both,0.04,1.0667,0.3,0.5,26.07,2.83
Image_0,13.0,both,0.04,1.0933,0.3,0.7,24.86,2.55
Image_0,12.5,brightness,0.0167,1.0,0.1,0.0,38.96,5.26
Image_0,12.5,brightness,0.0333,1.0,0.2,0.0,37.81,4.97
Image_0,12.5,brightness,0.05,1.0,0.3,0.0,36.71,4.69
Image_0,12.5,contrast,0.0,1.05,0.0,0.3,37.64,4.94
Image_0,12.5,contrast,0.0,1.0833,0.0,0.5,35.99,4.54
Image_0,12.5,contrast,0.0,1.1167,0.0,0.7,34.42,4.16
Image_0,12.5,both,0.0167,1.05,0.1,0.3,36.5,4.66
Image_0,12.5,both,0.0167,1.0833,0.1,0.5,34.87,4.27
Image_0,12.5,both,0.0167,1.1167,0.1,0.7,33.46,3.92
Image_0,12.5,both,0.0333,1.05,0.2,0.3,35.36,4.38
Image_0,12.5,both,0.0333,1.0833,0.2,0.5,33.81,4.0
Image_0,12.5,both,0.0333,1.1167,0.2,0.7,32.62,3.71
Image_0,12.5,both,0.05,1.05,0.3,0.3,34.25,4.1
Image_0,12.5,both,0.05,1.0833,0.3,0.5,32.88,3.77
Image_0,12.5,both,0.05,1.1167,0.3,0.7,31.87,3.52
Image_0,12.0,brightness,0.02,1.0,0.1,0.0,45.76,6.38
Image_0,12.0,brightness,0.04,1.0,0.2,0.0,44.59,6.07
Image_0,12.0,brightness,0.06,1.0,0.3,0.0,43.38,5.74
Image_0,12.0,contrast,0.0,1.06,0.0,0.3,44.39,6.03
Image_0,12.0,contrast,0.0,1.1,0.0,0.5,42.68,5.59
Image_0,12.0,contrast,0.0,1.14,0.0,0.7,41.23,5.22
Image_0,12.0,both,0.02,1.06,0.1,0.3,43.2,5.72
Image_0,12.0,both,0.02,1.1,0.1,0.5,41.58,5.3
Image_0,12.0,both,0.02,1.14,0.1,0.7,40.38,4.99
Image_0,12.0,both,0.04,1.06,0.2,0.3,42.04,5.41
Image_0,12.0,both,0.04,1.1,0.2,0.5,40.63,5.05
Image_0,12.0,both,0.04,1.14,0.2,0.7,39.63,4.79
Image_0,12.0,both,0.06,1.06,0.3,0.3,40.96,5.13
Image_0,12.0,both,0.06,1.1,0.3,0.5,39.81,4.83
Image_0,12.0,both,0.06,1.14,0.3,0.7,38.96,4.61
Image_0,11.5,brightness,0.0233,1.0,0.1,0.0,52.31,7.54
Image_0,11.5,brightness,0.0467,1.0,0.2,0.0,51.1,7.2
Image_0,11.5,brightness,0.07,1.0,0.3,0.0,49.91,6.87
Image_0,11.5,contrast,0.0,1.07,0.0,0.3,50.88,7.16
Image_0,11.5,contrast,0.0,1.1167,0.0,0.5,49.21,6.71
Image_0,11.5,contrast,0.0,1.1633,0.0,0.7,47.97,6.37
Image_0,11.5,both,0.0233,1.07,0.1,0.3,49.69,6.83
Image_0,11.5,both,0.0233,1.1167,0.1,0.5,48.23,6.43
Image_0,11.5,both,0.0233,1.1633,0.1,0.7,47.22,6.16
Image_0,11.5,both,0.0467,1.07,0.2,0.3,48.57,6.52
Image_0,11.5,both,0.0467,1.1167,0.2,0.5,47.4,6.2
Image_0,11.5,both,0.0467,1.1633,0.2,0.7,46.56,5.97
Image_0,11.5,both,0.07,1.07,0.3,0.3,47.63,6.26
Image_0,11.5,both,0.07,1.1167,0.3,0.5,46.68,6.0
Image_0,11.5,both,0.07,1.1633,0.3,0.7,45.97,5.8
Image_0,11.0,brightness,0.0267,1.0,0.1,0.0,58.48,8.73
Image_0,11.0,brightness,0.0533,1.0,0.2,0.0,57.29,8.38
Image_0,11.0,brightness,0.08,1.0,0.3,0.0,56.11,8.03
Image_0,11.0,contrast,0.0,1.08,0.0,0.3,57.07,8.33
Image_0,11.0,contrast,0.0,1.1333,0.0,0.5,55.55,7.89
Image_0,11.0,contrast,0.0,1.1867,0.0,0.7,54.53,7.59
Image_0,11.0,both,0.0267,1.08,0.1,0.3,55.95,8.0
Image_0,11.0,both,0.0267,1.1333,0.1,0.5,54.71,7.64
Image_0,11.0,both,0.0267,1.1867,0.1,0.7,53.88,7.39
Image_0,11.0,both,0.0533,1.08,0.2,0.3,54.96,7.7
Image_0,11.0,both,0.0533,1.1333,0.2,0.5,54.0,7.42
Image_0,11.0,both,0.0533,1.1867,0.2,0.7,53.31,7.22
Image_0,11.0,both,0.08,1.08,0.3,0.3,54.17,7.46
Image_0,11.0,both,0.08,1.1333,0.3,0.5,53.38,7.23
Image_0,11.0,both,0.08,1.1867,0.3,0.7,52.8,7.06
Image_0,10.5,brightness,0.03,1.0,0.1,0.0,64.27,9.95
Image_0,10.5,brightness,0.06,1.0,0.2,0.0,63.15,9.59
Image_0,10.5,brightness,0.09,1.0,0.3,0.0,62.12,9.26
Image_0,10.5,contrast,0.0,1.09,0.0,0.3,62.99,9.56
Image_0,10.5,contrast,0.0,1.15,0.0,0.5,61.68,9.15
Image_0,10.5,contrast,0.0,1.21,0.0,0.7,60.84,8.88
Image_0,10.5,both,0.03,1.09,0.1,0.3,61.97,9.23
Image_0,10.5,both,0.03,1.15,0.1,0.5,60.97,8.92
Image_0,10.5,both,0.03,1.21,0.1,0.7,60.29,8.7
Image_0,10.5,both,0.06,1.09,0.2,0.3,61.15,8.97
Image_0,10.5,both,0.06,1.15,0.2,0.5,60.37,8.72
Image_0,10.5,both,0.06,1.21,0.2,0.7,59.81,8.54
Image_0,10.5,both,0.09,1.09,0.3,0.3,60.48,8.75
Image_0,10.5,both,0.09,1.15,0.3,0.5,59.84,8.55
Image_0,10.5,both,0.09,1.21,0.3,0.7,59.39,8.4
Image_0,10.0,brightness,0.0333,1.0,0.1,0.0,69.73,11.2
Image_0,10.0,brightness,0.0667,1.0,0.2,0.0,68.75,10.87
Image_0,10.0,brightness,0.1,1.0,0.3,0.0,67.8,10.54
Image_0,10.0,contrast,0.0,1.1,0.0,0.3,68.6,10.83
Image_0,10.0,contrast,0.0,1.1667,0.0,0.5,67.52,10.47
Image_0,10.0,contrast,0.0,1.2333,0.0,0.7,66.85,10.24
Image_0,10.0,both,0.0333,1.1,0.1,0.3,67.74,10.53
Image_0,10.0,both,0.0333,1.1667,0.1,0.5,66.94,10.26
Image_0,10.0,both,0.0333,1.2333,0.1,0.7,66.4,10.08
Image_0,10.0,both,0.0667,1.1,0.2,0.3,67.07,10.3
Image_0,10.0,both,0.0667,1.1667,0.2,0.5,66.44,10.09
Image_0,10.0,both,0.0667,1.2333,0.2,0.7,66.01,9.94
Image_0,10.0,both,0.1,1.1,0.3,0.3,66.51,10.11
Image_0,10.0,both,0.1,1.1667,0.3,0.5,66.02,9.94
Image_0,10.0,both,0.1,1.2333,0.3,0.7,65.66,9.81
Image_0,9.5,brightness,0.0367,1.0,0.1,0.0,74.86,12.51
Image_0,9.5,brightness,0.0733,1.0,0.2,0.0,74.03,12.21
Image_0,9.5,brightness,0.11,1.0,0.3,0.0,73.21,11.9
Image_0,9.5,contrast,0.0,1.11,0.0,0.3,73.9,12.17
Image_0,9.5,contrast,0.0,1.1833,0.0,0.5,73.06,11.86
Image_0,9.5,contrast,0.0,1.2567,0.0,0.7,72.54,11.66
Image_0,9.5,both,0.0367,1.11,0.1,0.3,73.21,11.91
Image_0,9.5,both,0.0367,1.1833,0.1,0.5,72.59,11.68
Image_0,9.5,both,0.0367,1.2567,0.1,0.7,72.18,11.53
Image_0,9.5,both,0.0733,1.11,0.2,0.3,72.68,11.71
Image_0,9.5,both,0.0733,1.1833,0.2,0.5,72.2,11.53
Image_0,9.5,both,0.0733,1.2567,0.2,0.7,71.87,11.4
Image_0,9.5,both,0.11,1.11,0.3,0.3,72.24,11.54
Image_0,9.5,both,0.11,1.1833,0.3,0.5,71.87,11.4
Image_0,9.5,both,0.11,1.2567,0.3,0.7,71.59,11.29
Image_0,9.0,brightness,0.04,1.0,0.1,0.0,79.65,13.88
Image_0,9.0,brightness,0.08,1.0,0.2,0.0,78.97,13.6
Image_0,9.0,brightness,0.12,1.0,0.3,0.0,78.34,13.35
Image_0,9.0,contrast,0.0,1.12,0.0,0.3,78.87,13.57
Image_0,9.0,contrast,0.0,1.2,0.0,0.5,78.26,13.31
Image_0,9.0,contrast,0.0,1.28,0.0,0.7,77.87,13.16
Image_0,9.0,both,0.04,1.12,0.1,0.3,78.36,13.36
Image_0,9.0,both,0.04,1.2,0.1,0.5,77.9,13.17
Image_0,9.0,both,0.04,1.28,0.1,0.7,77.6,13.05
Image_0,9.0,both,0.08,1.12,0.2,0.3,77.95,13.19
Image_0,9.0,both,0.08,1.2,0.2,0.5,77.61,13.05
Image_0,9.0,both,0.08,1.28,0.2,0.7,77.37,12.95
Image_0,9.0,both,0.12,1.12,0.3,0.3,77.62,13.05
Image_0,9.0,both,0.12,1.2,0.3,0.5,77.35,12.94
Image_0,9.0,both,0.12,1.28,0.3,0.7,77.15,12.86
Image_1,14.5,brightness,0.0033,1.0,0.1,0.0,8.51,0.9
Image_1,14.5,brightness,0.0067,1.0,0.2,0.0,7.93,0.81
Image_1,14.5,brightness,0.01,1.0,0.3,0.0,7.5,0.71
Image_1,14.5,contrast,0.0,1.01,0.0,0.3,8.11,0.83
Image_1,14.5,contrast,0.0,1.0167,0.0,0.5,7.68,0.75
Image_1,14.5,contrast,0.0,1.0233,0.0,0.7,7.21,0.67
Image_1,14.5,both,0.0033,1.01,0.1,0.3,7.67,0.74
Image_1,14.5,both,0.0033,1.0167,0.1,0.5,7.23,0.67
Image_1,14.5,both,0.0033,1.0233,0.1,0.7,6.78,0.59
Image_1,14.5,both,0.0067,1.01,0.2,0.3,7.22,0.67
Image_1,14.5,both,0.0067,1.0167,0.2,0.5,6.8,0.59
Image_1,14.5,both,0.0067,1.0233,0.2,0.7,6.35,0.52
Image_1,14.5,both,0.01,1.01,0.3,0.3,6.82,0.6
Image_1,14.5,both,0.01,1.0167,0.3,0.5,6.36,0.52
Image_1,14.5,both,0.01,1.0233,0.3,0.7,5.92,0.44
Image_1,14.0,brightness,0.0067,1.0,0.1,0.0,16.14,1.73
Image_1,14.0,brightness,0.0133,1.0,0.2,0.0,15.32,1.54
Image_1,14.0,brightness,0.02,1.0,0.3,0.0,14.52,1.38
Image_1,14.0,contrast,0.0,1.02,0.0,0.3,15.69,1.63
Image_1,14.0,contrast,0.0,1.0333,0.0,0.5,14.88,1.47
Image_1,14.0,contrast,0.0,1.0467,0.0,0.7,14.08,1.32
Image_1,14.0,both,0.0067,1.02,0.1,0.3,14.92,1.48
Image_1,14.0,both,0.0067,1.0333,0.1,0.5,14.11,1.33
Image_1,14.0,both,0.0067,1.0467,0.1,0.7,13.31,1.18
Image_1,14.0,both,0.0133,1.02,0.2,0.3,14.14,1.33
Image_1,14.0,both,0.0133,1.0333,0.2,0.5,13.33,1.18
Image_1,14.0,both,0.0133,1.0467,0.2,0.7,12.54,1.03
Image_1,14.0,both,0.02,1.02,0.3,0.3,13.36,1.18
Image_1,14.0,both,0.02,1.0333,0.3,0.5,12.56,1.03
Image_1,14.0,both,0.02,1.0467,0.3,0.7,11.77,0.89
Image_1,13.5,brightness,0.01,1.0,0.1,0.0,23.64,2.56
Image_1,13.5,brightness,0.02,1.0,0.2,0.0,22.54,2.33
Image_1,13.5,brightness,0.03,1.0,0.3,0.0,21.56,2.16
Image_1,13.5,contrast,0.0,1.03,0.0,0.3,23.05,2.45
Image_1,13.5,contrast,0.0,1.05,0.0,0.5,21.97,2.24
Image_1,13.5,contrast,0.0,1.07,0.0,0.7,20.91,2.04
Image_1,13.5,both,0.01,1.03,0.1,0.3,22.01,2.24
Image_1,13.5,both,0.01,1.05,0.1,0.5,20.94,2.04
Image_1,13.5,both,0.01,1.07,0.1,0.7,19.88,1.83
Image_1,13.5,both,0.02,1.03,0.2,0.3,20.97,2.04
Image_1,13.5,both,0.02,1.05,0.2,0.5,19.9,1.83
Image_1,13.5,both,0.02,1.07,0.2,0.7,18.85,1.63
Image_1,13.5,both,0.03,1.03,0.3,0.3,19.93,1.83
Image_1,13.5,both,0.03,1.05,0.3,0.5,18.87,1.62
Image_1,13.5,both,0.03,1.07,0.3,0.7,17.83,1.43
Image_1,13.0,brightness,0.0133,1.0,0.1,0.0,30.83,3.44
Image_1,13.0,brightness,0.0267,1.0,0.2,0.0,29.66,3.2
Image_1,13.0,brightness,0.04,1.0,0.3,0.0,28.35,2.9
Image_1,13.0,contrast,0.0,1.04,0.0,0.3,30.16,3.31
Image_1,13.0,contrast,0.0,1.0667,0.0,0.5,28.9,3.05
Image_1,13.0,contrast,0.0,1.0933,0.0,0.7,27.66,2.79
Image_1,13.0,both,0.0133,1.04,0.1,0.3,28.94,3.05
Image_1,13.0,both,0.0133,1.0667,0.1,0.5,27.69,2.79
Image_1,13.0,both,0.0133,1.0933,0.1,0.7,26.45,2.54
Image_1,13.0,both,0.0267,1.04,0.2,0.3,27.72,2.79
Image_1,13.0,both,0.0267,1.0667,0.2,0.5,26.47,2.54
Image_1,13.0,both,0.0267,1.0933,0.2,0.7,25.24,2.28
Image_1,13.0,both,0.04,1.04,0.3,0.3,26.49,2.54
Image_1,13.0,both,0.04,1.0667,0.3,0.5,25.26,2.28
Image_1,13.0,both,0.04,1.0933,0.3,0.7,24.04,2.04
Image_1,12.5,brightness,0.0167,1.0,0.1,0.0,37.76,4.33
Image_1,12.5,brightness,0.0333,1.0,0.2,0.0,36.43,4.05
Image_1,12.5,brightness,0.05,1.0,0.3,0.0,35.11,3.76
Image_1,12.5,contrast,0.0,1.05,0.0,0.3,37.03,4.19
Image_1,12.5,contrast,0.0,1.0833,0.0,0.5,35.66,3.89
Image_1,12.5,contrast,0.0,1.1167,0.0,0.7,34.29,3.6
Image_1,12.5,both,0.0167,1.05,0.1,0.3,35.69,3.89
Image_1,12.5,both,0.0167,1.0833,0.1,0.5,34.32,3.59
Image_1,12.5,both,0.0167,1.1167,0.1,0.7,32.97,3.3
Image_1,12.5,both,0.0333,1.05,0.2,0.3,34.35,3.59
Image_1,12.5,both,0.0333,1.0833,0.2,0.5,33.0,3.3
Image_1,12.5,both,0.0333,1.1167,0.2,0.7,31.66,3.01
Image_1,12.5,both,0.05,1.05,0.3,0.3,33.02,3.3
Image_1,12.5,both,0.05,1.0833,0.3,0.5,31.67,3.01
Image_1,12.5,both,0.05,1.1167,0.3,0.7,30.36,2.73
Image_1,12.0,brightness,0.02,1.0,0.1,0.0,44.4,5.26
Image_1,12.0,brightness,0.04,1.0,0.2,0.0,42.98,4.93
Image_1,12.0,brightness,0.06,1.0,0.3,0.0,41.58,4.6
Image_1,12.0,contrast,0.0,1.06,0.0,0.3,43.65,5.11
Image_1,12.0,contrast,0.0,1.1,0.0,0.5,42.2,4.77
Image_1,12.0,contrast,0.0,1.14,0.0,0.7,40.81,4.45
Image_1,12.0,both,0.02,1.06,0.1,0.3,42.25,4.78
Image_1,12.0,both,0.02,1.1,0.1,0.5,40.82,4.45
Image_1,12.0,both,0.02,1.14,0.1,0.7,39.44,4.13
Image_1,12.0,both,0.04,1.06,0.2,0.3,40.85,4.45
Image_1,12.0,both,0.04,1.1,0.2,0.5,39.45,4.12
Image_1,12.0,both,0.04,1.14,0.2,0.7,38.08,3.82
Image_1,12.0,both,0.06,1.06,0.3,0.3,39.47,4.12
Image_1,12.0,both,0.06,1.1,0.3,0.5,38.08,3.81
Image_1,12.0,both,0.06,1.14,0.3,0.7,36.73,3.5
Image_1,11.5,brightness,0.0233,1.0,0.1,0.0,50.82,6.27
Image_1,11.5,brightness,0.0467,1.0,0.2,0.0,49.39,5.91
Image_1,11.5,brightness,0.07,1.0,0.3,0.0,47.97,5.55
Image_1,11.5,contrast,0.0,1.07,0.0,0.3,49.99,6.06
Image_1,11.5,contrast,0.0,1.1167,0.0,0.5,48.56,5.71
Image_1,11.5,contrast,0.0,1.1633,0.0,0.7,47.17,5.37
Image_1,11.5,both,0.0233,1.07,0.1,0.3,48.59,5.71
Image_1,11.5,both,0.0233,1.1167,0.1,0.5,47.18,5.36
Image_1,11.5,both,0.0233,1.1633,0.1,0.7,45.8,5.03
Image_1,11.5,both,0.0467,1.07,0.2,0.3,47.2,5.36
Image_1,11.5,both,0.0467,1.1167,0.2,0.5,45.81,5.02
Image_1,11.5,both,0.0467,1.1633,0.2,0.7,44.45,4.7
Image_1,11.5,both,0.07,1.07,0.3,0.3,45.82,5.02
Image_1,11.5,both,0.07,1.1167,0.3,0.5,44.45,4.69
Image_1,11.5,both,0.07,1.1633,0.3,0.7,43.12,4.37
Image_1,11.0,brightness,0.0267,1.0,0.1,0.0,56.83,7.24
Image_1,11.0,brightness,0.0533,1.0,0.2,0.0,55.44,6.87
Image_1,11.0,brightness,0.08,1.0,0.3,0.0,54.06,6.5
Image_1,11.0,contrast,0.0,1.08,0.0,0.3,56.05,7.04
Image_1,11.0,contrast,0.0,1.1333,0.0,0.5,54.68,6.68
Image_1,11.0,contrast,0.0,1.1867,0.0,0.7,53.35,6.33
Image_1,11.0,both,0.0267,1.08,0.1,0.3,54.7,6.68
Image_1,11.0,both,0.0267,1.1333,0.1,0.5,53.35,6.33
Image_1,11.0,both,0.0267,1.1867,0.1,0.7,52.04,5.99
Image_1,11.0,both,0.0533,1.08,0.2,0.3,53.36,6.33
Image_1,11.0,both,0.0533,1.1333,0.2,0.5,52.03,5.98
Image_1,11.0,both,0.0533,1.1867,0.2,0.7,50.75,5.65
Image_1,11.0,both,0.08,1.08,0.3,0.3,52.03,5.98
Image_1,11.0,both,0.08,1.1333,0.3,0.5,50.73,5.64
Image_1,11.0,both,0.08,1.1867,0.3,0.7,49.47,5.32
Image_1,10.5,brightness,0.03,1.0,0.1,0.0,62.54,8.26
Image_1,10.5,brightness,0.06,1.0,0.2,0.0,61.24,7.88
Image_1,10.5,brightness,0.09,1.0,0.3,0.0,60.01,7.54
Image_1,10.5,contrast,0.0,1.09,0.0,0.3,61.83,8.06
Image_1,10.5,contrast,0.0,1.15,0.0,0.5,60.56,7.71
Image_1,10.5,contrast,0.0,1.21,0.0,0.7,59.32,7.36
Image_1,10.5,both,0.03,1.09,0.1,0.3,60.57,7.7
Image_1,10.5,both,0.03,1.15,0.1,0.5,59.32,7.35
Image_1,10.5,both,0.03,1.21,0.1,0.7,58.11,7.02
Image_1,10.5,both,0.06,1.09,0.2,0.3,59.33,7.35
Image_1,10.5,both,0.06,1.15,0.2,0.5,58.1,7.01
Image_1,10.5,both,0.06,1.21,0.2,0.7,56.92,6.68
Image_1,10.5,both,0.09,1.09,0.3,0.3,58.09,7.0
Image_1,10.5,both,0.09,1.15,0.3,0.5,56.89,6.67
Image_1,10.5,both,0.09,1.21,0.3,0.7,55.75,6.36
Image_1,10.0,brightness,0.0333,1.0,0.1,0.0,67.94,9.31
Image_1,10.0,brightness,0.0667,1.0,0.2,0.0,66.77,8.94
Image_1,10.0,brightness,0.1,1.0,0.3,0.0,65.64,8.61
Image_1,10.0,contrast,0.0,1.1,0.0,0.3,67.31,9.12
Image_1,10.0,contrast,0.0,1.1667,0.0,0.5,66.16,8.78
Image_1,10.0,contrast,0.0,1.2333,0.0,0.7,65.07,8.45
Image_1,10.0,both,0.0333,1.1,0.1,0.3,66.18,8.78
Image_1,10.0,both,0.0333,1.1667,0.1,0.5,65.06,8.44
Image_1,10.0,both,0.0333,1.2333,0.1,0.7,63.99,8.12
Image_1,10.0,both,0.0667,1.1,0.2,0.3,65.06,8.44
Image_1,10.0,both,0.0667,1.1667,0.2,0.5,63.97,8.11
Image_1,10.0,both,0.0667,1.2333,0.2,0.7,62.93,7.8
Image_1,10.0,both,0.1,1.1,0.3,0.3,63.96,8.1
Image_1,10.0,both,0.1,1.1667,0.3,0.5,62.89,7.79
Image_1,10.0,both,0.1,1.2333,0.3,0.7,61.89,7.49
Image_1,9.5,brightness,0.0367,1.0,0.1,0.0,73.01,10.4
Image_1,9.5,brightness,0.0733,1.0,0.2,0.0,72.03,10.08
Image_1,9.5,brightness,0.11,1.0,0.3,0.0,71.03,9.74
Image_1,9.5,contrast,0.0,1.11,0.0,0.3,72.49,10.23
Image_1,9.5,contrast,0.0,1.1833,0.0,0.5,71.51,9.91
Image_1,9.5,contrast,0.0,1.2567,0.0,0.7,70.57,9.61
Image_1,9.5,both,0.0367,1.11,0.1,0.3,71.51,9.91
Image_1,9.5,both,0.0367,1.1833,0.1,0.5,70.55,9.6
Image_1,9.5,both,0.0367,1.2567,0.1,0.7,69.64,9.3
Image_1,9.5,both,0.0733,1.11,0.2,0.3,70.55,9.6
Image_1,9.5,both,0.0733,1.1833,0.2,0.5,69.62,9.3
Image_1,9.5,both,0.0733,1.2567,0.2,0.7,68.74,9.01
Image_1,9.5,both,0.11,1.11,0.3,0.3,69.61,9.29
Image_1,9.5,both,0.11,1.1833,0.3,0.5,68.71,9.0
Image_1,9.5,both,0.11,1.2567,0.3,0.7,67.87,8.73
Image_1,9.0,brightness,0.04,1.0,0.1,0.0,77.77,11.53
Image_1,9.0,brightness,0.08,1.0,0.2,0.0,76.96,11.25
Image_1,9.0,brightness,0.12,1.0,0.3,0.0,76.17,10.97
Image_1,9.0,contrast,0.0,1.12,0.0,0.3,77.34,11.38
Image_1,9.0,contrast,0.0,1.2,0.0,0.5,76.55,11.1
Image_1,9.0,contrast,0.0,1.28,0.0,0.7,75.79,10.83
Image_1,9.0,both,0.04,1.12,0.1,0.3,76.55,11.1
Image_1,9.0,both,0.04,1.2,0.1,0.5,75.77,10.83
Image_1,9.0,both,0.04,1.28,0.1,0.7,75.04,10.58
Image_1,9.0,both,0.08,1.12,0.2,0.3,75.77,10.83
Image_1,9.0,both,0.08,1.2,0.2,0.5,75.02,10.57
Image_1,9.0,both,0.08,1.28,0.2,0.7,74.32,10.32
Image_1,9.0,both,0.12,1.12,0.3,0.3,75.0,10.56
Image_1,9.0,both,0.12,1.2,0.3,0.5,74.29,10.31
Image_1,9.0,both,0.12,1.28,0.3,0.7,73.63,10.08
Image_2,14.5,brightness,0.0033,1.0,0.1,0.0,8.5,0.94
Image_2,14.5,brightness,0.0067,1.0,0.2,0.0,7.94,0.85
Image_2,14.5,brightness,0.01,1.0,0.3,0.0,7.51,0.74
Image_2,14.5,contrast,0.0,1.01,0.0,0.3,8.04,0.84
Image_2,14.5,contrast,0.0,1.0167,0.0,0.5,7.57,0.76
Image_2,14.5,contrast,0.0,1.0233,0.0,0.7,7.02,0.66
Image_2,14.5,both,0.0033,1.01,0.1,0.3,7.58,0.76
Image_2,14.5,both,0.0033,1.0167,0.1,0.5,7.09,0.67
Image_2,14.5,both,0.0033,1.0233,0.1,0.7,6.59,0.58
Image_2,14.5,both,0.0067,1.01,0.2,0.3,7.2,0.69
Image_2,14.5,both,0.0067,1.0167,0.2,0.5,6.65,0.59
Image_2,14.5,both,0.0067,1.0233,0.2,0.7,6.15,0.5
Image_2,14.5,both,0.01,1.01,0.3,0.3,6.75,0.61
Image_2,14.5,both,0.01,1.0167,0.3,0.5,6.22,0.52
Image_2,14.5,both,0.01,1.0233,0.3,0.7,5.73,0.43
Image_2,14.0,brightness,0.0067,1.0,0.1,0.0,16.14,1.8
Image_2,14.0,brightness,0.0133,1.0,0.2,0.0,15.29,1.61
Image_2,14.0,brightness,0.02,1.0,0.3,0.0,14.47,1.45
Image_2,14.0,contrast,0.0,1.02,0.0,0.3,15.54,1.66
Image_2,14.0,contrast,0.0,1.0333,0.0,0.5,14.63,1.49
Image_2,14.0,contrast,0.0,1.0467,0.0,0.7,13.72,1.32
