x, y
0.053653913779015405, 2.5
0.05920438679620643, 2.5831756856251102
0.06660497043433034, 2.677693641310877
0.07308042818479155, 2.7457466847829926
0.07955588593525287, 2.8100187792709503
0.08973170608197223, 2.889413948580767
0.10268262158289476, 2.9650283131293795
0.11933389948007544, 3.051984947738649
0.13598517737725613, 3.104914916388905
0.1526364552744368, 3.1540642245009125
0.17391293914675343, 3.1918714067752196
0.18963923231066393, 3.2258976400653676
0.21276596795830582, 3.256143645486132
0.2303422305887567, 3.2788280413844886
0.2516188556154658, 3.3090737583593426
0.27844588308216967, 3.3279773494964964
0.30342272935074455, 3.350661601171898
0.3293247015069819, 3.3733458528473
0.35615165839648966, 3.3922494439844533
0.38390374117366, 3.418714500421059
0.4135060051489593, 3.43005662625876
0.44218314323659613, 3.452740733711207
0.4662349341947045, 3.475425273832519
0.49398701697187486, 3.494328864969672
0.5171137526195168, 3.520793921406278
0.5365401964480967, 3.5321360472439784
0.5578168214748058, 3.5510396383811322
0.5809435571224477, 3.573724034279489
0.6040702927700896, 3.596408285954891
0.6290471390386645, 3.6228733423914963
0.654949111194902, 3.6455575940668985
0.6808510833511394, 3.668241989965255
0.7030526931111187, 3.6909262416406574
0.7243293181378277, 3.717391298077263
0.7465309984750033, 3.7362948892144163
0.7687326788121788, 3.747637015052117
0.7918594144598207, 3.7741020714887226
0.8122109135988671, 3.804347788463577
0.83718779515604, 3.8232513796007304
0.8640148226227439, 3.8610585618750366
0.8834412664513239, 3.8799621530121904
0.9037928008789684, 3.910207869987045
0.9287696824361413, 3.9404537311848538
0.9537465287047161, 3.9706994481597078
0.9768732643523581, 4.004725825672811
0.9916743963400078, 4.05009447324657
1, 4.0954631208203285
