x, y
0.6772724498401989, 67.17391775325936
0.6459135575727983, 64.68242281794389
1.013636502352628, 80.65217641441048
0.7863637750799006, 71.63043792621858
0.8749112215909091, 76.48077584309735
1.1996709650213069, 83.84852375877472
1.5119406960227273, 85.09307706030714
1.7950647527521306, 85.83980406553442
1.9824260364879263, 85.88958586588292
2.5861469615589487, 90.36997277570751
2.26971435546875, 88.1297813940003
2.636109785600142, 85.590895063792
2.681909734552557, 80.6126860040724
2.7277096835049717, 75.58469514400431
2.7568539706143467, 71.3532213823323
2.7859996448863638, 68.4160827225412
2.9937314120205967, 68.64169796947185
2.9937314120205967, 68.64169796947185
3.2765315662730825, 67.35680838992926
3.2765315662730825, 67.35680838992926
3.6526530872691763, 63.16400404938416
3.6526530872691763, 63.16400404938416
3.876065340909091, 60.79709630006492
3.876065340909091, 60.79709630006492
3.4801455411044033, 65.46328384903791
3.4801455411044033, 65.46328384903791
4.187144886363637, 56.90861358660436
4.187144886363637, 56.90861358660436
4.690526095303622, 51.39710569168393
4.9789817116477275, 47.643862291913706
